stage,case_id,category,verdict,dataset_building_id,building_name,street_address,residential_units,stories,completion_year,new_or_conversion,confidence,sources,evidence,note,site,subject,decision,value
site_decision_research,,,,,4133 N Kenmore Ave,,6,,2019,,medium,,"Separate 2018 permit / 2019-built 6-unit building at a distinct address and parcel (~249 ft away, land 7476 sqft); unrelated to the 4150 N Kenmore condo history.",,S13,2913314,no_change,
site_decision_research,,,,,3025 N California Ave,,14,,2007,,high,https://www.fultongrace.com/avondale/3025-n-california-condos/,"Confirmed 4-story, 14-unit, 2007-built boutique elevator condo at 3025 N California. Row already measured on PIN 1325210043 (14 units), matching the real building.",,S14,1710877,no_change,
site_decision_research,,,,,3025 N California Ave,,14,,2007,,high,,"11-12 unit record (2008-2009) is an interim declaration of the same 3025 N California building, same address and land parcel (10073 sqft) as the final 14-unit PIN 1325210043 measured by row 1710877.",,S14,assessor_condominium_1325210042,drop_record,1710877
site_decision_research,,,,,3007 N California Ave,,6,,2014,,medium,,Separate 2014-built infill condo at a distinct address/parcel ~148 ft away; unrelated to the 3025 N California re-declaration.,,S14,2507495,no_change,
site_decision_research,,,,,3013 N California Ave,,6,,2014,,medium,,Separate 2014-built infill condo at a distinct address/parcel ~98 ft away; unrelated to the 3025 N California re-declaration.,,S14,2507507,no_change,
site_decision_research,,,,,3003 N California Ave,,6,,2014,,medium,,Separate 2014-built infill condo at a distinct address/parcel ~199 ft away; unrelated to the 3025 N California re-declaration.,,S14,2507070,no_change,
site_decision_research,,,,,2806 W Wellington Ave,,3,,2014,,medium,,Separate 2014-built infill condo at a distinct address/parcel ~281 ft away; unrelated to the 3025 N California re-declaration.,,S14,2530503,no_change,
site_decision_research,,,,,685 N Peoria St G,,9,,2007,,high,,Site's core building. Final 9-unit declaration (2010-2026) at 0 ft; already correctly measured on this PIN.,,S15,assessor_condominium_1708222044,no_change,
site_decision_research,,,,,685 N Peoria St G,,9,,2007,,high,,5-unit record (2008-2009) at the identical parcel location (0 ft) is the interim declaration of 685 N Peoria before the full 9-unit declaration (PIN 1708222044) took effect; same building.,,S15,assessor_condominium_1708222039,drop_record,assessor_condominium_1708222044
site_decision_research,,,,,N Peoria St (address not in 2025 file),,5,,2006,,medium,,"5-unit condo record, land 9430 sqft, distinct from neighboring final PINs 1708222037 (land 6244) and 1708222038 (land 6345); not an interim duplicate of either by land size, so likely its own separate small building lacking a current mapped address.",,S15,assessor_condominium_1708222033,no_change,
site_decision_research,,,,,675 N Peoria St GN,,9,,2007,,medium,,"Distinct address/parcel (land 6244 sqft) ~100 ft from site; a separate 9-unit building in the same row development, already correctly measured on its only condo record.",,S15,assessor_condominium_1708222037,no_change,
site_decision_research,,,,,679 N Peoria St GS,,9,,2007,,medium,,"Distinct address/parcel (land 6345 sqft) ~49 ft from site; a separate 9-unit building in the same row development, already correctly measured on its only condo record.",,S15,assessor_condominium_1708222038,no_change,
site_decision_research,,,,,689 N Peoria St G,,9,,2008,,medium,,"Distinct address/parcel (land 8005 sqft) ~45 ft from site; a separate 9-unit building in the same row development, already correctly measured on its only condo record.",,S15,assessor_condominium_1708222046,no_change,
site_decision_research,,,,,672 N Peoria St,,5,,2007,,medium,,"Distinct address ~212 ft from site (even side of Peoria); a separate 5-unit building from 670 N Peoria (row 1681965), no permit found for this one but Assessor record stands alone.",,S15,assessor_residential_17082210130000,no_change,
site_decision_research,,,,,670 N Peoria St,,5,,2007,,medium,https://www.apartments.com/685-n-peoria-st-chicago-il-unit-2n/93mr4j5/,"Permit-measured 5-unit building at a distinct address ~227 ft from site, adjacent to but separate from 672 N Peoria; unrelated to the 685 N Peoria re-declaration.",,S15,1681965,no_change,
site_decision_research,,,,,"Mondial, 910 W Huron St",,141,,2009,,high,https://www.apartments.com/mondial-river-west-chicago-il/36sqh1g/,"102-unit record (first assessed 2011) shares identical x/y coordinates and land size (32634 sqft) with the 141-unit commercial-class record (PIN 17082130110000); it is an earlier partial condo declaration of the same 'Mondial' building at 910 W Huron, later fully declared/reclassified as the 141-unit record.",,S15,assessor_condominium_1708213008,drop_record,assessor_commercial_17082130110000
site_decision_research,,,,,"Mondial, 910 W Huron St",,141,,2009,,high,https://www.apartments.com/mondial-river-west-chicago-il/36sqh1g/,"Web sources confirm 'Mondial' at 910 W Huron is a 141-unit building completed ~2009, matching this record's 141 units. Correct full-building measurement once the 102-unit duplicate (assessor_condominium_1708213008) is dropped.",,S15,assessor_commercial_17082130110000,no_change,
site_decision_research,,,,,,,,,,,high,,Permit 100181271 for 910 W Huron is already correctly flagged no_new_building by the pipeline (not a standalone building row); the Mondial building itself is measured by assessor_commercial_17082130110000.,,S15,1813956,no_change,
site_decision_research,,,,,693 N Peoria St,,9,,2014,,medium,https://www.apartments.com/693-n-peoria-st-chicago-il/d15perh/,"Distinct address/parcel ~94 ft from site, separate small multi-family building; no conflicting record to merge or drop.",,S15,assessor_commercial_17082220400000,no_change,
site_decision_research,,,,,1020 W Roscoe St,,6,,2007,,high,https://www.compass.com/building/1020-w-roscoe-st-chicago-il-60657/592720608949543429/,"Compass building page confirms 1020 W Roscoe St is a 6-unit condo building; matches PIN 1420412051 (6 units), already used to measure this row.",,S16,assessor_condominium_1420412051,no_change,
site_decision_research,,,,,1020 W Roscoe St,,6,,2007,,high,,"4-unit record (first assessed 2009) is the interim declaration of the same 1020 W Roscoe building, same address and land parcel (4657 sqft), superseded by the 6-unit final declaration PIN 1420412051.",,S16,assessor_condominium_1420412050,drop_record,assessor_condominium_1420412051
site_decision_research,,,,,3349 N Kenmore Ave,,6,,2020,,medium,,Separate 2020-built 6-unit rowhouse at a distinct address/parcel ~254 ft away; unrelated to the 1020 W Roscoe re-declaration.,,S16,assessor_residential_14204170050000,no_change,
site_decision_research,,,,,3341 N Kenmore Ave,,6,,2020,,medium,,Separate 2020-built 6-unit rowhouse at a distinct address/parcel ~278 ft away; unrelated to the 1020 W Roscoe re-declaration.,,S16,assessor_residential_14204170060000,no_change,
site_decision_research,,,,,3347 N Kenmore Ave,,6,,2020,,medium,,Separate 2020-built 6-unit rowhouse at a distinct address/parcel ~227 ft away; unrelated to the 1020 W Roscoe re-declaration.,,S16,3008835,no_change,
site_decision_research,,,,,3416 N Sheffield Ave,,9,,2006,,medium,,"Separate 2006-built 9-unit condo at a distinct address ~200 ft away; unrelated to the 1020 W Roscoe re-declaration (units_disagree flag reflects a permit/assessor count mismatch specific to that building, out of scope here).",,S16,1597358,no_change,
site_decision_research,,,,,1039 W Newport Ave,,3,,2008,,low,,"Permit 100222589 (2008) describes a genuine new 3-story, 3-unit residential building replacing a wrecked structure; Assessor's 'built 1888' field is a legacy year-built error carried from the prior parcel, not evidence this is not a new building.",,S16,1887708,no_change,
site_decision_research,,,,,1033 W Newport Ave,,3,,2014,,medium,,Separate 2014-built 3-unit condo at a distinct address ~192 ft away; unrelated to the 1020 W Roscoe re-declaration.,,S16,2522186,no_change,
site_decision_research,,,,,,,,,,,high,,Permit 100104742 for 1031 W Newport is already correctly flagged no_new_building by the pipeline; not a standalone building row.,,S16,1666634,no_change,
site_decision_research,,,,,243 W 74th St,,6,,2006,,medium,https://www.apartments.com/243-w-74th-st-chicago-il-unit-2/0svb8k1/ | https://www.redfin.com/IL/Chicago/239-W-74th-St-60621/unit-1B/home/18920083,"239 W 74th St and 243 W 74th St are two separate 6-unit rowhouse condo buildings on adjacent parcels with different land sizes (8016 vs 8122 sqft). This row (PIN 2028225027, built 2006) already correctly measures one 6-unit building. The other (PIN 2028225026, built 2002) predates the 2006-2022 window, so no added row is needed for it.",,S17,assessor_condominium_2028225027,no_change,
site_decision_research,,,,,"The Legacy at Millennium Park, 60 E Monroe St",,355,,2009,,high,https://www.urbanrealestate.com/chicago/The-Loop/60-E-Monroe/profile | https://www.dreamtown.com/buildings/60-E-monroe,"The Legacy at Millennium Park is a 72-story, 355-unit condo tower completed 2009-2010. Current row measures on interim PIN 1715101025 (177 units, first sales year only, first assessed 2010); it should measure on final PIN 1715101026 (355 units). Assessor's 'built 1997' on that PIN is a data error; true completion is 2009.",,S18,assessor_condominium_1715101025,measure_record,1715101026
site_decision_research,,,,,,,,,,,high,,Permit 100157481 for 60 E Monroe (Legacy tower) is already correctly flagged no_new_building by the pipeline; the building itself is measured via the condo PINs above.,,S18,1768090,no_change,
site_decision_research,,,,,15 N Aberdeen St,,24,,2008,,high,https://www.homesbymarco.com/subdivisions/15_n_aberdeen_st_in_chicago_il | https://bestchicagoproperties.com/neighborhoods/west-loop/15-23-n-aberdeen-ca23-condos/,"15 N Aberdeen is a distinct 5-story, 24-unit condo built 2008-2009 on its own parcel (PIN 1708445026, land 17505 sqft), separate from 23 N Aberdeen (52-unit building, PIN 1708445027, built 2011). Missing from the dataset, apparently dropped as an assumed duplicate of row 1844584; different pins, land sizes, and completion years argue it needs its own row.",,S19,assessor_condominium_1708445026,keep_record,1708445026
site_decision_research,,,,,23 N Aberdeen St (CA23),,52,,2011,,medium,,"City permit 100198430 and Assessor PIN 1708445027 agree on a 48-52 unit, 2011-built condo at 23 N Aberdeen. Some real-estate marketing pages describe a 'CA23' complex with up to 70 units, but that figure appears to conflate this building with the separate 2017 phase at 27 N Aberdeen (row 2762007, 69 units).",,S19,1844584,no_change,
site_decision_research,,,,,4 N Aberdeen St,,9,,2014,,medium,,Separate 2014-built 9-unit building at a distinct address/parcel ~184 ft away; unrelated to the 15/23 N Aberdeen buildings.,,S19,2381355,no_change,
site_decision_research,,,,,3 N Aberdeen St,,24,,2014,,medium,,Separate 2014-built 24-unit building at a distinct address/parcel ~120 ft away; coincidentally the same unit count as 15 N Aberdeen but a different building/address/year.,,S19,2378465,no_change,
site_decision_research,,,,,20 N Aberdeen St,,54,,2016,,low,,"Separate 2016-built building at a distinct address ~209 ft away; flagged units_disagree in the source data (permit vs assessor count mismatch specific to this building), which is outside the scope of the 15/23 N Aberdeen question and not resolved here.",,S19,2443578,no_change,
site_decision_research,,,,,27 N Aberdeen St (CA23 II),,69,,2017,,medium,,"Separate 2017-built 69-unit condo at a distinct address/parcel (PIN 1708445028) ~171 ft away; a later, later-phase building distinct from 23 N Aberdeen.",,S19,2762007,no_change,
site_decision_research,,,,,6 N Carpenter St,,13,,2023,,medium,,Separate 2023-built 13-unit condo at a distinct address/parcel ~165 ft away; outside the 2006-2022 window and unrelated to the Aberdeen buildings.,,S19,3233233,no_change,
site_decision_research,,,,,"Lux24, 24 S Morgan St",,73,,2009,,medium,https://www.apartments.com/lux24-chicago-il/1mcj7j4/,"Permit 100162735, as revised by #100264456 and #100534111, documents a 12-story building finalized at 73 units, matching the current 'Lux24' listing (73 units). No condo PIN measures the whole building: PIN 1717204040 (37 units, 2009-2013) was only a partial declaration before deconverting to rental, so it should not be used. Row stays permit-measured, no assessor floor area linked.",,S20,1778489,no_change,
site_decision_research,,,,,"Lux24, 24 S Morgan St",,73,,2009,,medium,,Foundation-only permit 100145859 (2006) for the same 24 S Morgan St construction that was later completed and revised under permit 100162735 (row 1778489); duplicate representation of the same building.,,S20,1739750,drop_record,1778489
site_decision_research,,,,,"Rosemoor townhouse tract, 1501-1515 W 122nd St",,77,,2008,,medium,,"Grouped permit (100202668 plus 5 member permits) for 6-unit townhouse rows along 1501-1515 W 122nd St is measured on the final, largest condo declaration PIN 2529110058 (77 units, land 203680 sqft) -- the last stage of a multi-year phased condo declaration (54 units in 2008 to 77 units by 2012) for this townhouse development.",,S21,1851904,no_change,
site_decision_research,,,,,"Rosemoor townhouse tract, 1501-1515 W 122nd St",,77,,2008,,high,,"68-unit record (first assessed 2011) is an interim-stage declaration of the same growing townhouse condo association, superseded by the final 77-unit PIN 2529110058 already measured by row 1851904; not a separate building.",,S21,assessor_condominium_2529110056,drop_record,1851904
