matter_id,pd_far_update_source,pd_transition_type,from_code,to_code,from_far_update,to_far_update,far_change_update,far_direction_update,pd_far_value_update,pd_far_role_update,confidence,matter_intro_date,matter_passed_date,review_packet_id,review_row,evidence,notes,reviewer,review_date
SO2017-2162,chatgpt_review,base_to_pd,DX-3,PD,3.0,6.5,3.5,upzone,6.5,total_far,high,2017-03-29,2017-10-11,packet_02,7,"Statement says project received bonus FAR 1.5; with this bonus FAR, total FAR for the Planned Development is 6.5.",Original parsed base is DX-3=3.0; final PD FAR is 6.5.,ChatGPT,2026-07-03
SO2017-2166,mechanical_text_high,base_to_pd,M2-3,PD,3.0,5.75,2.75,upzone,5.75,to_far_text,high,2017-03-29,2017-09-06,,,"... ion: August 17, 2017 EASTAl 35036004.8 FINAL FOfi PUBLiCATieU BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 36,233 Area of Public Rights-of-Way (sf): 13,343 Net Site Area (sf): 22,890 Subarea A: 7,453 Subarea B: 15,437 Maximum Floor Area Ratio: 5.75 Subarea A: 3.042 Subarea B: 7.058 Maximum Floor Area (sf): 131,617 Subarea A: 22,669 Subarea B: 108,948 Minimum Off-Street Parking Spaces: Subarea A: 0 Subarea B: 27 Minimum Off-Street Loading Spaces: Subarea A: 0 Subarea B: 1 (10'x25') Maximum Building Heigh ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-2168,mechanical_text_high,base_to_pd,CL-3,PD,3.0,6.2,3.2,upzone,6.2,to_far_text,high,2017-03-29,2017-09-06,,,"... ced: March 29, 2017 Plan Commission: Augu.st 17, 2017 r.A.S1A141M12l7? FINAL FOR PUBLICATION RESIDENTIAL-BUSLNESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 61,219 Area in Right-of-Way (sf): 19,623 Net Site Area (sf): 41,596 Maximum Floor Area Ratio: 6.2 Maximum Number of Dwelling Units: 263 Minimum Off-Street Parking Spaces: 128 Minimum Bicycle Parking: 134 Minimum Off-Street Loading Spaces: 1 (10' x 25') Maximum Building Height: 162'5"" Minimum Setbacks: In conformance with the Plans Applicant: MP 158-174 Ad ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-2210,mechanical_text_high,base_to_pd,B1-3,PD,3.0,3.0,0.0,same,3.0,to_far_text,high,2017-03-29,2017-05-24,,,"... Date: April 20, 2017 FINAL FOR PUBLICATION RESIDENTIAL BUSINESS PLANNED DEVELOPMENT PLAN OF DEVELOPMENT BULK REGULATIONS AND DATA TABLE GROSS SITE AREA: 37,768.25 sq. fl. Net Site Area; 31,286 sq. ft. Area remaining in the public nght-of-way: 6,482.25 sq. ft FAR: 3.0 SETBACKS FROM PROPERTY LINE: In accordance with the Site Plan MAXIMUM NUMBER OF UNITS: 105 MINIMUM NUMBER OF ACCESSORY OFF-STREET PARKING: 45 MINIMUM NUMBER OF OFF-STREET LOADING: (1) 10' x 25' MAXIMUM BUILDING HEIGHT; 78 feet 6 inches BICYCLE PARKING: 105 Ap ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-3196,chatgpt_review,base_to_pd,DX-5,PD,5.0,5.0,0.0,same,5.0,maximum_floor_area_ratio,medium,2017-04-19,2017-11-08,packet_05,15,"Bulk table lists Maximum Floor Area Ratio 5.0, with subareas 12.31, 2.08, and 1.45.","Use whole-PD FAR 5.0, not subarea value 12.31.",ChatGPT,2026-07-03
SO2017-3218,chatgpt_review,base_to_pd,B3-2,PD,2.2,2.5,0.3,upzone,2.5,total_maximum_floor_area_ratio,high,2017-04-19,2017-06-28,packet_07,15,"Bulk table lists Total Maximum Floor Area Ratio 2.5, with Sub Area A 0.5, Sub Area B 2.8, and Sub Area C 2.4.",Original districts include B3-2 and M1-2; both FAR 2.2.,ChatGPT,2026-07-03
SO2017-3794,chatgpt_review,base_to_pd,RM-6,PD,4.4,5.081,0.681,upzone,5.081,maximum_floor_area_ratio,high,2017-05-24,2017-06-28,packet_04,4,"Bulk table lists Maximum Floor Area Ratio 5.081; statement says permitted FAR determined using net site area 25,431 square feet and base FAR 5.081.",Use whole-PD FAR 5.081.,ChatGPT,2026-07-03
SO2017-3796,mechanical_text_high,base_to_pd,CL-1,PD,1.2,4.3,3.1,upzone,4.3,to_far_text,high,2017-05-24,2017-10-11,,,"... ntified in the Bulk Regulations Table has been determined using a Net Site Area of 3,168.39 square feet. 9. The Applicant acknowledges that the project has received a bonus FAR of 1.3 pursuant to Sec. 17-4-1000 ofthe Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 4.3. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17.4-1003-B & C, prior to the issuance of the first building permit for any building in the Planned Development. The bonus payment will be recalcul ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-3800,chatgpt_review,base_to_pd,RT-4,PD,1.2,0.7,-0.5,downzone,0.7,far_bulk_table,medium,2017-05-24,2019-06-12,packet_01,5,Bulk table lists FAR: .70 and ordinance starts from RT-4 and C1-3 before B2-3 to PD.,"Existing parsed from FAR is RT-4=1.2; note ordinance also includes C1-3, but PD FAR is below both original FARs.",ChatGPT,2026-07-03
SO2017-3807,chatgpt_review,base_to_pd,C2-3,PD,3.0,3.3,0.3,upzone,3.3,maximum_floor_area_ratio,high,2017-05-24,2018-09-20,packet_07,16,Bulk table lists Maximum Floor Area Ratio 3.3.,Original districts include C2-3 and B2-3; both FAR 3.0.,ChatGPT,2026-07-03
SO2017-3808,chatgpt_review,base_to_pd,RT-4,PD,1.2,1.2,0.0,same,1.2,maximum_floor_area_ratio_all_subareas,high,2017-05-24,2018-01-17,packet_08,7,Bulk table lists Maximum Floor Area Ratio for all Sub-Areas 1.2 and each subarea 1.2.,Use whole-PD FAR 1.2.,ChatGPT,2026-07-03
SO2017-3834,mechanical_text_high,base_to_pd,CL-2,PD,2.2,6.47,4.27,upzone,6.47,to_far_text,high,2017-05-24,2018-05-25,,,"... lowing Neighborhood Opportunity Fund fioor area bonus criteria; otherwise more specifically described in Sections 16-14-010, 17-4-1000 and other referenced portions of the Municipal Code of Chicago: Description FAR Base FAR: 5.0 Neighborhood Opportunity: 1.47 Total FAR: 6.47 Neighborhood Opportunity Bonus Calculation: 1.47 X 54,881 = 80,675.07 square feet 80,675.07 square feet X $29.00 per square foot X 0.80 = $1,871,661.62 contribution The Applicanl acknowledges that the project has received a bonus FAR of 1.47, pursuant to Sec. ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-3852,chatgpt_review,base_to_pd,B2-5,PD,5.0,2.52,-2.48,downzone,2.52,maximum_far_pd,high,2017-05-24,2017-11-08,packet_04,2,"Bulk table lists subarea FARs 0.69, 3.75, 3.56, 3.84 and Maximum Floor Area Ratio (FAR) (PD): 2.52.","Use whole-PD FAR 2.52, not subarea value 0.69.",ChatGPT,2026-07-03
SO2017-4126,chatgpt_review,base_to_pd,RS-2,PD,0.65,0.65,0.0,same,0.65,maximum_floor_area_ratio,high,2017-05-24,2017-11-08,packet_08,8,Bulk table lists Maximum Floor Area Ratio 0.65.,Use whole-PD maximum FAR 0.65.,ChatGPT,2026-07-03
SO2017-4820,chatgpt_review,base_to_pd,C2-2,PD,2.2,2.59,0.39,upzone,2.59,maximum_floor_area_ratio,high,2017-06-28,2017-10-11,packet_07,12,Bulk table lists Maximum Floor Area Ratio 2.59.,Evidence shows C2-2 to B3-3 to PD; use pre-ordinance C2-2 FAR 2.2 and final PD FAR 2.59.,ChatGPT,2026-07-03
SO2017-4821,chatgpt_review,base_to_pd,RS-2,PD,0.65,2.0,1.35,upzone,2.0,maximum_floor_area_ratio,high,2017-06-28,2017-10-11,packet_07,3,Bulk table lists Maximum Floor Area Ratio 2.0.,Original districts include RS-2 and RS-3; retained parsed RS-2 FAR 0.65.,ChatGPT,2026-07-03
SO2017-6218,chatgpt_review,base_to_pd,C1-2,PD,2.2,5.0,2.8,upzone,5.0,maximum_floor_area_ratio,high,2017-09-06,2018-02-28,packet_05,8,Bulk table lists Maximum Floor Area Ratio 5.0.,Evidence shows C1-2 to C1-5 to PD; use pre-ordinance C1-2 FAR 2.2 and final PD FAR 5.0.,ChatGPT,2026-07-03
SO2017-6219,chatgpt_review,base_to_pd,DC-16,PD,16.0,16.0,0.0,same,16.0,maximum_floor_area_ratio,high,2017-09-06,2017-11-08,packet_08,9,Bulk table lists Maximum Floor Area Ratio 16.0; statement says base FAR 16.0.,Use whole-PD maximum FAR 16.0.,ChatGPT,2026-07-03
SO2017-7018,chatgpt_review,base_to_pd,DX-5,PD,5.0,11.5,6.5,upzone,11.5,total_far,medium,2017-10-11,2018-07-25,packet_01,13,"Statement says with bonus FAR, the total FAR for the Planned Development is 11.5.",Final boundary also includes prior PD No. 1230; using parsed DX-5 base FAR because packet transition is base_to_pd and gives no prior-PD FAR.,ChatGPT,2026-07-03
SO2017-7020,mechanical_text_high,base_to_pd,DX-7,PD,7.0,16.0,9.0,upzone,16.0,to_far_text,high,2017-10-11,2018-02-28,,,"... Introduced: October 11, 2017 Plan Commission: January 18, 2018 7 LASTM 46826706 4 RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 147,133 Area of Public Rigiits-of-Way (sf); 50,915 Net Site Area (sf); 96,218 Maximum Floor Area Ratio; 16.0 Maximum Number of Dwelling Units; 869 Minimum Accessoiy Off-Street Parking 865 Spaces; Maximum Non-Accessory Off-Street 225 Parking Spaces; Minimum Off-Street Loading Spaces; 5 (10'x25') Maximum Building Height; Per plans Minimum Setbacks; Per plans 7!AL FL P ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-7054,mechanical_text_high,base_to_pd,B3-3,PD,3.0,5.0,2.0,upzone,5.0,to_far_text,high,2017-10-11,2018-03-28,,,"... of 7 r'NAL FOR PL''5i.'CATioKf Residential-Business Planned Development No. Bulk Regulations and Data Table Net Site Area: Area in the Public Right of Way: Gross Site Area: 19,559 sq. ft. (0.449 acres) 8,244 sq. ft. (0.189 acres) 27,803 sq. ft. (0.638 acres) Maximum Floor Area Ratio (FAR): 5.00 Maximum Number of Dwelling Units: Minimum Number of Parking Spaces: Minimum Number of Loading Berths: Maximum Building Height: 105 dwelling units 39 parking spaces 1 berth(s) (10'x25') 96 feet, 0 inches ' Minimum Setbacks from Property Lines: North: East: Sou ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-7058,chatgpt_review,base_to_pd,DS-5,PD,5.0,7.6,2.6,upzone,7.6,total_far,high,2017-10-11,2018-10-31,packet_02,15,Bulk table lists Total Maximum FAR 7.6; statement says base FAR 5.0 plus bonus FAR 2.6 gives total FAR 7.6.,Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2017-7359,chatgpt_review,base_to_pd,ML-2,PD,2.2,0.35,-1.85,downzone,0.35,maximum_floor_area_ratio,high,2017-10-11,2017-11-21,packet_08,10,Bulk table lists Underlying FAR 2.20 and Maximum Floor Area Ratio 0.35.,Original districts include M1-2 and M2-2; both FAR 2.2.,ChatGPT,2026-07-03
SO2017-8890,chatgpt_review,base_to_pd,RS-3,PD,0.9,3.0,2.1,upzone,3.0,maximum_far,high,2017-12-13,2018-05-25,packet_06,14,"Bulk table lists Maximum FAR 3.0, with Sub Area A 1.8, Sub Area B 3.3, and Sub Area C 3.0.","Use whole maximum FAR 3.0, not subarea B 3.3.",ChatGPT,2026-07-03
SO2017-8972,mechanical_text_high,base_to_pd,ML-3,PD,3.0,0.62,-2.38,downzone,0.62,to_far_text,high,2017-12-13,2018-02-28,,,"... 18 Page 4 of 4 Man ufac taring Planned Development No. FOR PUSLICfiim BULK REGULATIONS AND DATA TABLE Gross Site Area: Area in Adjoining Right-of-Way: Net Site Area: 419,687 sq.ft. ( 9.635 acres ) 61,458 sq.ft.- ( 1.411 acres ) 358,229 sq. ft. ( 8.224 acres ) Maximum Floor Area Ratio (FAR): 0.62 Maximum Dwelling Units Minimum Number of Off-Street Parking Spaces: Minimum Number of Loading Spaces: Minimum Setbacks from Property Lines: 0 dweling units 100 parking spaces 10 spaces (10' x 25') Per attached site plans. Maximum Building Height: Maximum Free ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-8984,mechanical_text_high,base_to_pd,M2-3,PD,3.0,8.1,5.1,upzone,8.1,to_far_text,high,2017-12-13,2018-03-28,,,"... oduced: December 13, 2017 Plan Commission: March 15, 2018 EASTM 49060063.2 FINAL FOR PUBIJCATION BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 96,635 Area of Public Rights-of-Way (st): 34,735 Net Site Area (sf): 61,900 Maximum Floor Area Ratio: 8.1 Maximum Dwelling Units: 0 Minimum Off-Street Parking Spaces: 118 Minimum Off-Street Loading Spaces: 3 Maximum Building Height: 250'6"" Minimum Setbacks: In conformance with the Plans Applicant: Green Kinzie, LLC Address: 352-372 North Green / 833-857 West Kinz ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-8996,mechanical_text_high,base_to_pd,M2-3,PD,3.0,11.5,8.5,upzone,11.5,to_far_text,high,2017-12-13,2018-02-28,,,"... ntified in the Bulk Regulations Table has been determined using a Net Site Area of 109,274 .square feet. The Applicant acknowledges that the projecl has received a bonus FAR of 4.5, pursuant to Sec. 17-4- 1000 of the Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 11.5. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17.4-1003-B & C, prior to the issuance of the first building permit for any building in the Planned Development; provided, however, if the Planned ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2017-8997,mechanical_text_high,base_to_pd,M2-3,PD,3.0,8.1,5.1,upzone,8.1,to_far_text,high,2017-12-13,2018-07-25,,,"... ed December 13, 2017 Plan Commisr.ion. July '.9,2018 4 CAST\1187762'17,5 FiNAL FOR PUBl ICiJlW) BUSINESS PLANNED DEVELOPMENT NO. BULK REGUT.ATIONS AND DATA TABl.E Gross Site Area (sf): 37,164 Area of Public Rights-of-Way (sf): 3,868 Net Site Area (sf): 33,296 Maximum Floor Area Ratio; 8.1 Minimum Off-Street Parking Spaces: 47 Minimum Off-Street Loading Spaces; 2 (10' x 25') Maximum Building Height: 170' Minimum Setbacks: In compliance with plans A|iplicant Goodman & Associaics, Iiic Addioss 310-32S North Sangjtr.on / 933-943 West Carroll, Chic ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2018-549,mechanical_text_high,base_to_pd,ML-1,PD,1.2,0.4,-0.8,downzone,0.4,to_far_text,high,2018-01-17,2018-03-28,,,"... enue Introduced; November 8, 20!7 Plan Commission; March 15,2018 EAST\ 14 7940845 3 rl-iAl FOR BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 422,763 Area of Public Rights-of-Way (sf): 30,199 Net Site Area (sf): 392,564 Maximum Floor Area Ratio: .40 Minimum Off-Street Parking Spaces: 515 Minimum Bicycle Parking Spaces: 103 Minimum Off-Street Loading Spaces: 4 Maximum Building Height: 46'0"" Minimum Setbacks: Per plans Applicant: Foster Edens LLC Address: 4601-4715 West Foster Avenue Introduced: November 8 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2018-646,chatgpt_review,base_to_pd,M3-3,PD,3.0,3.0,0.0,same,3.0,maximum_far,high,2018-01-17,2018-09-20,packet_01,2,"Bulk table lists Maximum FAR: 3.00 and statement says permitted FAR uses net site area 182,024 sq ft and overall base FAR 3.00.",Mechanical 1.0 is not the project FAR; whole-PD FAR is 3.00.,ChatGPT,2026-07-03
SO2018-655,mechanical_text_high,base_to_pd,ML-3,PD,3.0,6.5,3.5,upzone,6.5,to_far_text,high,2018-01-17,2018-03-28,,,"... ll also be subject to height limitations, if any, established by the Federal Aviation Administration. 8. The Applicant acknowledges that the project has received a bonus FAR of 1.50, pursuant to Sec. 17-4-1000 of the Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 6.50. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17-4-1003-B & C, prior to the issuance of the first building permit for any building in the Planned Development; provided, however, if the Planned ...",High-confidence mechanical PD FAR text extraction.,mechanical,
O2018-866,mechanical_text_high,base_to_pd,RT-4,PD,1.2,1.2,0.0,same,1.2,to_far_text,high,2018-02-28,2018-03-28,,,"... T NUMBER BULK REGULATIONS AND DATA TABLE Gross Site Area: 131,899 square feet (3.03 acres) Area Remaining in Public Right of Way 36,652 square feet (.84 acres) Net Site Area: 95,247 square feet (2.19 acres) Maximum Number of Dwelling Units: 134 Dwelling Units Maximum Floor Area Ratio: 1.2 Minimum Number of Off-Street Total Parking Spaces: 31 Off-Street Loading Spaces: 1 (10x25) Minimum Required Setbacks: As Per Site Plan Maximum Building Height of the top Residential Floor per Section 17-17-0311 of the Zoning Ordinance: 32 feet 209285.1 Applic ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2018-1865,chatgpt_review,base_to_pd,M2-1,PD,1.2,0.2,-1.0,downzone,0.2,maximum_floor_area_ratio_total_net_site_area,high,2018-02-28,2018-05-25,packet_04,16,Bulk table lists Maximum Floor Area Ratio for Total Net Site Area: 0.20.,Use whole-PD FAR 0.20.,ChatGPT,2026-07-03
SO2018-863,chatgpt_review,base_to_pd,RS-2,PD,0.65,1.0,0.35,upzone,1.0,maximum_floor_area_ratio_all_subareas,high,2018-02-28,2018-05-25,packet_07,13,Bulk table lists Maximum Floor Area Ratio for all Sub-Areas 1.0 and each subarea 1.0.,"Original districts include RS-2, B3-2, and C1-2; retained parsed RS-2 FAR 0.65.",ChatGPT,2026-07-03
SO2018-2329,chatgpt_review,base_to_pd,M2-1,PD,1.2,0.15,-1.05,downzone,0.15,maximum_floor_area_ratio_total_net_site_area,high,2018-03-28,2018-06-27,packet_04,14,Bulk table lists Maximum Floor Area Ratio for Total Net Site Area: 0.15.,Use whole-PD FAR 0.15.,ChatGPT,2026-07-03
SO2018-3787,chatgpt_review,base_to_pd,B3-2,PD,2.2,5.0,2.8,upzone,5.0,maximum_far_pd,high,2018-04-18,2018-06-27,packet_03,8,"Bulk table lists Subarea A 3.43, Subarea B 6.25, and Maximum Floor Area Ratio (FAR) (PD): 5.00.","Use whole-PD FAR 5.00, not subarea values.",ChatGPT,2026-07-03
SO2018-4455,chatgpt_review,base_to_pd,DS-3,PD,3.0,5.65,2.65,upzone,5.65,total_initial_far,high,2018-05-23,2018-12-12,packet_02,14,Bulk table lists Maximum Floor Area Ratio 5.65; statement says base FAR 5.0 plus initial bonus FAR .65 gives total initial FAR 5.65.,Original parsed base is DS-3=3.0; final initial PD FAR is 5.65.,ChatGPT,2026-07-03
SO2018-4929,chatgpt_review,base_to_pd,M2-3,PD,3.0,8.1,5.1,upzone,8.1,total_far,high,2018-06-27,2018-09-20,packet_01,16,"Statement says base FAR 5.0, bonus FAR 3.1, and total FAR for the Planned Development is 8.1.",Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2018-4930,mechanical_text_high,base_to_pd,C3-5,PD,5.0,5.0,0.0,same,5.0,to_far_text,high,2018-06-27,2018-10-31,,,"... e 27, 2018 Plan Commission: Oclober 18, 2018 EAS'lAl 6059423 LI Final for Publication RESIDENTIAL PLANNED DEVELOPMENT NO. BULK RECiULATIONS AND DATA TABLE Gross Site Area (sf): 55,616 Area of Public Rights-of-Way (sf): 11,537 Net Site Area (sf): - _44,079 _ _ Maximum Floor Area Ratio: 5.0 Maximum Number of Dwelling Units: 197 Parking Spaces: 56 Bicycle Parking: 181 Loading Berth: l(10'x25') Maximum Building Height: 80 feet Minimum Setbacks: Per plans Applicant: Structured Development, LLC Address: 1505-1535 North Dayton Introduced: June 27, 20 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2018-4966,mechanical_text_high,base_to_pd,DS-3,PD,3.0,9.75,6.75,upzone,9.75,to_far_text,high,2018-06-27,2018-12-12,,,"... s and Data Table has been determined using a net site area of 17,386 square feet and a base FAR of 7.0. The Applicant acknowledges that tlie project has received a bonus FAR of 2.75, pursuant to Sec. 17-4-1000 of the Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 9.75. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17-4-1003-B & C, prior to the issuance of the first building permit for any building in the Planned Development; provided, however, if the Planned ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2018-4967,mechanical_text_high,base_to_pd,DX-7,PD,7.0,11.5,4.5,upzone,11.5,to_far_text,high,2018-06-27,2018-12-12,,,"... ons and Data Table has been determined using a net site area of 15,660 square feet and a base FAR of 7.0. The Applicant acknowledges that the project has received a bonus FAR of 4.5, pursuant to Sec. 17-4-1000 of the Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 11.5. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17-4-1003-B & C, prior to the issuance of the first building permit for any building in the Planned Development; provided, however, if the Plarmed ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2018-7749,chatgpt_review,base_to_pd,DX-7,PD,7.0,11.5,4.5,upzone,11.5,total_far,high,2018-09-20,2018-10-31,packet_02,1,Bulk table lists Maximum Floor Area Ratio 11.5; statement says base FAR 7.0 plus bonus FAR 4.5 gives total FAR 11.5.,Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2018-7752,mechanical_text_high,pd_to_base,PD,DX-7,4.92,7.0,2.08,upzone,4.92,from_far_text,high,2018-09-20,2018-10-31,,,"... bic. For the purpose of FAR calculations and measurements, the definitions in the Zoning Ordinance shall apply. The pemiitted FAR identified in the Bulk Regulations and Data Table has been determined using a net site area of 93,329 square f^eet and an overall maximum FAR of 4.92. 9. Upon review and determination, Part II Review, pursuant to Section 17-13-0610, a Part II Review Fee shall be assessed by the Department of Planning and Development. The fee, as determined by staff at the time, is final and binding on the Applicant and mus ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2018-7770,chatgpt_review,base_to_pd,DX-3,PD,3.0,5.75,2.75,upzone,5.75,total_far,high,2018-09-20,2019-07-24,packet_02,12,"Statement says base FAR 3.0 and bonus FAR 2.75; with this bonus FAR, total FAR for the Planned Development is 5.75.",Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2018-8012,chatgpt_review,base_to_pd,DX-5,PD,5.0,11.5,6.5,upzone,11.5,maximum_floor_area_ratio,high,2018-10-31,2019-06-12,packet_01,14,Bulk table lists Maximum Floor Area Ratio: 11.5; statement says base FAR 7.0 plus bonus FAR 4.5 gives total FAR 11.5.,"Original area includes DX-5 and C2-5, both ordinary FAR 5.0; final whole-PD FAR is 11.5.",ChatGPT,2026-07-03
SO2018-9254,chatgpt_review,base_to_pd,RS-2,PD,0.65,0.9,0.25,upzone,0.9,maximum_floor_area_ratio,high,2018-12-12,2019-04-10,packet_07,17,Bulk table lists Maximum Floor Area Ratio .90.,Original districts include RS-2 and RS-3; retained parsed RS-2 FAR 0.65.,ChatGPT,2026-07-03
SO2018-9261,mechanical_text_high,base_to_pd,DX-5,PD,5.0,8.1,3.1,upzone,8.1,to_far_text,high,2018-12-12,2021-04-21,,,"... ember 12, 2018 Plan Commission: April 15,2021 EAST\162766318.6 FINAL FOR PUBLICATION RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 36,024 Area of Public Rights-of-Way (sf): 11,649 Net Site Area (sf): 24,375 Maximum Floor Area Ratio: 8.1 Maximum Number of Dwelling Units: 80 Parking Spaces: 115 Bicycle Parking: 50 Loading Berth: 2 (10'x 25') Maximum Building Height: 258' Minimum Setbacks: Per plans Applicant: Sangamonroe LLC Address: 37 South Sangamon, Chicago, Illinois Introduced: December 12 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-328,chatgpt_review,base_to_pd,DX-7,PD,7.0,9.236,2.236,upzone,9.236,total_far,high,2019-01-23,2019-07-24,packet_02,17,"Statement says project received bonus FAR 2.326; with this bonus FAR, total FAR for the Planned Development is 9.236.","Use stated total PD FAR; note arithmetic implies base around 6.91, but parsed base DX-7=7.0 is retained.",ChatGPT,2026-07-03
SO2019-332,chatgpt_review,base_to_pd,BL-2,PD,2.2,1.2,-1.0,downzone,1.2,far,high,2019-01-23,2019-07-24,packet_06,9,"Statement says permitted FAR was determined using net site area 244,540 square feet and a FAR of 1.2.","Use whole-PD FAR 1.2, not mechanical 5.0.",ChatGPT,2026-07-03
SO2019-1383,mechanical_text_high,base_to_pd,DX-5,PD,5.0,8.1,3.1,upzone,8.1,to_far_text,high,2019-03-13,2019-10-16,,,"... Gross Site Area (sO: 143,292 Subarea A: 68,740 Subarea B: 32,509 Subarea C: 42,043 Area of Public Rights-of-Way (st): 37,369 Subarea A: 22,437 Subarea B: 6,292 Subarea C: 8,640 Net Sile Area (sf): 105,923 Subarea A: 46,303 Subarea B: 26,217 Subarea C: 33,403 Maximum Floor Area Ratio: 8.10 (857,976 SF) Subarea A: 11.58 (536,251 SF) Subarea B: 8.10 (212,358 SF) Subarea C: 3.27 (109,367 SF) Minimum Accessory Off-Street Parking Spaces: Subarea A: 137 Subarea B: 34 Subarea C: 30 Applicant: 345 N. Morgan, LLC Address: 1000 West Carroll /3ll and 345 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-1384,chatgpt_review,base_to_pd,M2-1,PD,1.2,0.25,-0.95,downzone,0.25,maximum_floor_area_ratio_total_net_site_area,high,2019-03-13,2019-06-12,packet_04,17,Bulk table lists Maximum Floor Area Ratio for Total Net Site Area: 0.25.,Use whole-PD FAR 0.25.,ChatGPT,2026-07-03
SO2019-2659,mechanical_text_high,base_to_pd,BL-1,PD,1.2,3.3,2.1,upzone,3.3,to_far_text,high,2019-04-10,2019-11-20,,,"... uare feet (1.43 acres) Area Remaining in Public Right of Way: 15,375 square feel (.35 acres) Area lo be Dedicated as Right of Way: 5,761 square feet (.13 acres) Net Site Area: 41,169 square feet (.95 acres) Maximum Number of Dwelling Units: 100 Dwelling Unils Maximum Floor Area Ratio: 3.3 Minimum Number of Off-Street Total Parking Spaces: 20 Parking Spaces Minimum Bicycle Spaces 93 spaces Off-Street Loading Spaces: 1 10x25 Minimum Required Setbacks: As Per Site Plan Maximum Building Height of the top Residential Floor per Seclion 17-17-0311 of ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-2789,chatgpt_review,base_to_pd,M2-3,PD,3.0,2.5,-0.5,downzone,2.5,maximum_floor_area_ratio_all_subareas,high,2019-04-10,2021-05-26,packet_01,6,Bulk table lists Maximum Floor Area Ratio for all Sub-Areas: 2.5; Subarea A 3.95 and Subarea B 1.53.,"Use all-subareas FAR, not subarea values.",ChatGPT,2026-07-03
SO2019-4017,mechanical_text_high,base_to_pd,RS-3,PD,0.9,3.0,2.1,upzone,3.0,to_far_text,high,2019-05-29,2020-01-15,,,"... y 20, 2019 Plan Commission; November 21, 2019 1:AST\I66396537.4 Firm for Publication RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULAUONS AND DATA TABLE Gross Sile Area (sf); 120.075 Area of Public Righls-of-Way (sl): 16,850 Net Site Area (sO: 103,225 Maximum Floor Area Ratio; 3.0 Maximum Number of Dwelling Units: 107 Minimum Off-Street Parking Spaces; 53 Minimum OIT-Street Loading Spaces: 1 Maximum Building Height: 102 feet (exisfing building height) Minimum Setbacks; Per plans Applicant; RBH Chicago Project, LLC Address: 2600-2624 W ...",High-confidence mechanical PD FAR text extraction.,mechanical,
