review_priority,project_id,pin,construction_year,ward_pair,distance_to_boundary_ft,within_500ft,review_address,target_cards,target_card_numbers,target_classes,card_units_min,card_units_max,all_cards_single_unit,any_card_multifamily,final_units,final_building_sqft,land_sqft,site_units_exceed_one,building_type_rule,current_footprints,current_footprints_near_construction,current_footprint_area_sum,permit_addresses,permit_unit_values,current_parcels,current_noncondo_parcels,current_condo_pins,distinct_current_addresses,successor_addresses,current_noncondo_assessor_units,current_noncondo_assessor_building_sqft,successor_sqft_ratio,internal_evidence,adjudication_reason,adjudication_confidence,google_maps_url,google_search_query,review_status,google_visual_type,external_structure_class,multifamily_disposition,external_building_count,external_unit_count,external_building_sqft,source_1_url,source_2_url,supports_building_type,supports_final_units,reviewer_notes,review_date
3,residential_multicard_17201030540000,17201030540000,2014,2_25,503.16238913878095,FALSE,1244 W WASHBURNE AVE,2,1/2,295,1,1,TRUE,FALSE,2,4896,2327,TRUE,single_family_buildings,0,0,,1228 W WASHBURNE AVE / 1250 W WASHBURNE AVE / 1238 W WASHBURNE AVE / 1300 W WASHBURNE AVE / 1320 W WASHBURNE AVE / 1336 W WASHBURNE AVE / 1348 W WASHBURNE AVE,2,1,1,0,1,1244 W WASHBURNE AVE,2,4896,1,multiple_permit_addresses,contemporaneous_card_inventory,manual_review_complete,https://www.google.com/maps/search/?api=1&query=1244%20W%20WASHBURNE%20AVE%20Chicago%20IL,"""1244 W WASHBURNE AVE"" Chicago ""17201030540000""",complete,townhouse_components_within_larger_development,attached_single_family_collection,exclude,2,2,4896,https://www.compass.com/homedetails/1244-W-Washburne-Ave-Chicago-IL-60608/1XODB1_pid/,https://www.redfin.com/IL/Chicago/1256-W-Washburne-Ave-60608/home/26795576,TRUE,TRUE,"Compass reports 4,896 square feet and six baths at the exact Roosevelt Square public-use parcel, while the adjoining 1256 W Washburne record identifies the component form as 2,448-square-foot townhouses. The two equal assessor cards are therefore consistent with two attached single-dwelling components, not one apartment building. The larger set of seven two-unit permits geocoded to the historical parent is not used to inflate this exact parcel.",2026-07-24
3,residential_multicard_17211230320000,17211230320000,2006,2_25,550.0039265460518,FALSE,1455 S HALSTED ST,2,1/2,295,1,1,TRUE,FALSE,2,3384,2544,TRUE,single_family_buildings,1,1,5658.600000308827,,,16,4,12,16,1451 S HALSTED ST 1A | 1451 S HALSTED ST 1B | 1451 S HALSTED ST 2A | 1451 S HALSTED ST 2B | 1451 S HALSTED ST 3A | 1451 S HALSTED ST 3B | 1455 S HALSTED ST | 1457 S HALSTED ST | 1459 S HALSTED ST | 755 W 14TH PL | 757 W 14TH PL 1A | 757 W 14TH PL 1B | 757 W 14TH PL 2A | 757 W 14TH PL 2B | 757 W 14TH PL 3A | 757 W 14TH PL 3B,2,3804,1.124113475177305,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=1455%20S%20HALSTED%20ST%20Chicago%20IL,"""1455 S HALSTED ST"" Chicago ""17211230320000""",complete,townhouse_components_within_larger_development,attached_single_family_collection,exclude,1,1,2320,https://www.redfin.com/IL/Chicago/1455-S-Halsted-St-60607/home/40381642,https://www.zillow.com/b/1455-s-halsted-st-chicago-il-65cPx7/,TRUE,FALSE,"Redfin identifies 1455 S Halsted as an individual University Village townhome. The historical parent has two one-unit cards, while its successor area contains both townhouses and condominium PINs. Townhouse use is clear, but the exact two-card episode and summed 3,384 square feet are not established by the current address record.",2026-07-24
3,residential_multicard_17211330050000,17211330050000,2006,2_25,523.9884037579586,FALSE,763 W 15TH PL,5,1/2/3/4/5,295,1,1,TRUE,FALSE,5,8880,12293,TRUE,single_family_buildings,1,1,13287.704999923706,,,,,,,,,,,manual_external_review,contemporaneous_card_inventory,manual_review_complete,https://www.google.com/maps/search/?api=1&query=763%20W%2015TH%20PL%20Chicago%20IL,"""763 W 15TH PL"" Chicago ""17211330050000""",complete,townhouse_development,attached_single_family_collection,exclude,5,5,,https://www.redfin.com/IL/Chicago/763-W-15th-St-60607/home/26819456,https://www.redfin.com/IL/Chicago/747-W-15th-St-60607/home/26819454,TRUE,FALSE,"Redfin identifies 763 W 15th and the adjacent row as fee-simple University Village townhouses. The five one-unit historical cards therefore describe attached single-dwelling homes rather than an apartment building, but the exact five-card parent count is not independently reproduced by current successor records.",2026-07-24
3,residential_multicard_17271290200000,17271290200000,2007,2_4,580.2110903878313,FALSE,348 E FINSBURY CT,6,1/2/3/4/5/6,295,1,1,TRUE,FALSE,6,9856,10586,TRUE,single_family_buildings,0,0,,,,43,43,0,42,2501 S CALUMET AVE | 2502 S KING DR | 2503 S CALUMET AVE | 2504 S KING DR | 2505 S CALUMET AVE | 2506 S KING DR | 2507 S CALUMET AVE | 2508 S KING DR | 2509 S CALUMET AVE | 2510 S KING DR | 2511 S CALUMET AVE | 2511 S CALUMET AVE CA | 2512 S KING DR | 2512 S KING DR CA | 2513 S CALUMET AVE | 2514 S KING DR | 2515 S CALUMET AVE | 2516 S KING DR | 2517 S CALUMET AVE | 2518 S KING DR | 2519 S CALUMET AVE | 2519 S CALUMET AVE CA | 2520 S KING DR | 2521 S CALUMET AVE | 2522 S KING DR | 2522 S KING DR CA | 2523 S CALUMET AVE | 2524 S KING DR | 342 E EASTGATE PL | 344 E EASTGATE PL | 346 E EASTGATE PL | 348 E EASTGATE PL | 349 E 25TH PL | 350 E EASTGATE PL | 351 E EASTGATE PL | 352 E 25TH PL | 352 E EASTGATE PL | 353 E EASTGATE PL | 355 E EASTGATE PL | 357 E EASTGATE PL | 359 E EASTGATE PL | 361 E EASTGATE LN,35,67173,6.81544237012987,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=348%20E%20FINSBURY%20CT%20Chicago%20IL,"""348 E FINSBURY CT"" Chicago ""17271290200000""",complete,townhouse_development,attached_single_family_collection,exclude,6,6,,https://www.zillow.com/homedetails/348-E-Finsbury-Ct-1-D-Chicago-IL-60616/448623535_zpid/,https://www.atproperties.com/10162447/352-e-finsbury-court-3-d-chicago-illinois-60616-nei,TRUE,FALSE,"Listings identify the Finsbury Court components as Eastgate Village townhomes with private entrances and attached garages. The historical parent has six one-unit cards within a much larger mixed successor lineage. The physical type supports exclusion from multifamily, but the exact six-unit parent count and 9,856-square-foot sum are not independently isolated.",2026-07-24
3,residential_multicard_17271290980000,17271290980000,2008,2_4,605.0013349376424,FALSE,343 E 25TH ST,9,1/2/3/4/5/6/7/8/9,295,1,1,TRUE,FALSE,9,19407,8682,TRUE,single_family_buildings,0,0,,,,59,11,48,58,300 E 25TH PL | 306 E 25TH PL | 307 E 25TH ST 1E | 307 E 25TH ST 2E | 307 E 25TH ST 2W | 307 E 25TH ST 3E | 307 E 25TH ST 3W | 308 E 25TH PL | 317 E 25TH ST 1E | 317 E 25TH ST 1W | 317 E 25TH ST 2E | 317 E 25TH ST 2W | 317 E 25TH ST 3E | 317 E 25TH ST 3W | 318 E 25TH PL 1E | 318 E 25TH PL 2W | 318 E 25TH PL PU-5 | 318 E 25TH ST 1W | 318 E 25TH ST PU-7 | 318 E 25TH ST PU-8 | 327 E 25TH ST 1E | 327 E 25TH ST 1W | 327 E 25TH ST 2E | 327 E 25TH ST 2W | 327 E 25TH ST 3E | 327 E 25TH ST 3W | 328 E 25TH PL 1E | 328 E 25TH PL 2E | 328 E 25TH PL 2W | 328 E 25TH PL 3E | 328 E 25TH PL 3W | 328 E 25TH ST 1W | 330 E 25TH PL 24 | 334 E 25TH PL | 336 E 25TH PL | 337 E 25TH ST | 338 E 25TH PL | 339 E 25TH ST | 340 E 25TH PL | 340 E 25TH PL 21 | 341 E 25TH ST | 342 E 25TH PL 22 | 343 E 25TH PL 18A | 343 E 25TH PL 18B | 343 E 25TH PL 18C | 343 E 25TH ST | 344 E 25TH PL 23 | 346 E 25TH PL 25 | 347 E 25TH PL 19A | 347 E 25TH PL 19B | 347 E 25TH PL 19C | 348 E FINSBURY CT 1D | 350 E 25TH PL 26 | 350 E FINSBURY CT 2D | 351 E 25TH PL 20A | 351 E 25TH PL 20B | 351 E 25TH PL 20C | 352 E FINSBURY CT 3D,9,19407,1,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=343%20E%2025TH%20ST%20Chicago%20IL,"""343 E 25TH ST"" Chicago ""17271290980000""",complete,townhouse_development,attached_single_family_collection,exclude,9,9,,https://www.zillow.com/homedetails/343-E-25th-St-Chicago-IL-60616/124875257_zpid/,https://illinoisanswers.org/2016/03/13/taxpayers-first-pay-to-build-then-lease-luxury-homes/,TRUE,FALSE,"Zillow identifies 343 E 25th as a townhouse and single-family residence; reporting on Eastgate Village likewise describes the development's three-story townhomes. The nine one-unit cards and current assessor totals agree internally, but the web evidence does not independently enumerate the historical parent's nine components.",2026-07-24
3,residential_multicard_17282090070000,17282090070000,2021,3_25,1075.0209883692476,FALSE,255 W 22ND PL,1,1,212,4,4,FALSE,TRUE,4,5280,2500,TRUE,multifamily_building,1,0,1978.8749999515712,255 W 22ND PL,3,1,1,0,1,255 W 22ND PL,4,5280,1,successor_total_matches,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=255%20W%2022ND%20PL%20Chicago%20IL,"""255 W 22ND PL"" Chicago ""17282090070000""",complete,single_mixed_use_apartment_building,single_multifamily_building,include,1,3,5280,https://www.loopnet.com/Listing/255-W-22nd-Pl-Chicago-IL/23837348/,https://occprodstoragev1.blob.core.usgovcloudapi.net/lsmeetingattachmentspublic/851f34c6-3333-4010-a2d3-e75df49e1ad1.pdf,TRUE,FALSE,"LoopNet identifies one four-story, 5,280-square-foot storefront retail/residential building on the exact PIN. The official zoning application describes three dwelling units above one ground-floor commercial unit. Replace the assessor card's four-unit count with three units and retain 5,280 square feet.",2026-07-24
3,residential_multicard_17294020010000,17294020010000,2018,11_25,1025.9009739089518,FALSE,2607 S THROOP ST,7,1/2/3/4/5/6/7,207,1,1,TRUE,FALSE,7,13132,94248,TRUE,single_family_buildings,6,0,52638.124998770654,2559 S HILLOCK AVE / 2561 S HILLOCK AVE / 2563 S HILLOCK AVE / 2565 S HILLOCK AVE / 2569 S HILLOCK AVE / 2571 S HILLOCK AVE / 2573 S HILLOCK AVE / 2575 S HILLOCK AVE / 2579 S HILLOCK AVE / 2553 S HILLOCK AVE / 2557 S HILLOCK AVE / 2615 S THROOP ST,9,58,58,0,39,2553 S HILLOCK AVE | 2557 S HILLOCK AVE | 2559 S HILLOCK AVE | 2561 S HILLOCK AVE | 2563 S HILLOCK AVE | 2565 S HILLOCK AVE | 2569 S HILLOCK AVE | 2571 S HILLOCK AVE | 2573 S HILLOCK AVE | 2575 S HILLOCK AVE | 2579 S HILLOCK AVE | 2615 S THROOP ST A | 2615 S THROOP ST B | 2615 S THROOP ST C | 2615 S THROOP ST D | 2615 S THROOP ST E | 2615 S THROOP ST F | 2615 S THROOP ST G | 2615 S THROOP ST H | 2615 S THROOP ST I | 2619 S THROOP ST A | 2619 S THROOP ST B | 2619 S THROOP ST C | 2619 S THROOP ST D | 2619 S THROOP ST E | 2619 S THROOP ST F | 2619 S THROOP ST G | 2619 S THROOP ST H | 2619 S THROOP ST I | 2623 S THROOP ST A | 2623 S THROOP ST B | 2623 S THROOP ST C | 2623 S THROOP ST D | 2623 S THROOP ST E | 2623 S THROOP ST F | 2623 S THROOP ST G | 2623 S THROOP ST H | 2623 S THROOP ST I | 2637 S THROOP AVE,29,50298,3.83018580566555,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=2607%20S%20THROOP%20ST%20Chicago%20IL,"""2607 S THROOP ST"" Chicago ""17294020010000""",complete,townhouse_development,attached_single_family_collection,exclude,27,27,,https://www.redfin.com/IL/Chicago/2615-S-Throop-St-60608/unit-T8/home/177706944,https://www.realtor.com/local/property-records/illinois/cook-county/chicago/s-throop-st,TRUE,FALSE,"The exact parent PIN is used by listings for AAA Residences, a 27-townhouse development spanning Hillock and Throop addresses. The seven historical cards belong to this attached single-family development and should be excluded from multifamily, but they cannot be equated to all twenty-seven successor homes or independently isolated as a seven-home phase.",2026-07-24
3,residential_multicard_17313050350000,17313050350000,2013,11_12,1280.755734749926,FALSE,3559 S HAMILTON AVE,2,1/2,295,1,1,TRUE,FALSE,2,3240,3128,TRUE,single_family_buildings,1,0,1456.624628880876,3559 S HAMILTON AVE,,2,2,0,2,3559 S HAMILTON AVE A | 3559 S HAMILTON AVE B,2,3240,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=3559%20S%20HAMILTON%20AVE%20Chicago%20IL,"""3559 S HAMILTON AVE"" Chicago ""17313050350000""",complete,two_attached_single_family_townhouses,attached_single_family_collection,exclude,2,2,3312,https://www.redfin.com/IL/Chicago/3559-S-Hamilton-Ave-60609/unit-A/home/113096282,https://www.realtor.com/realestateandhomes-detail/3559-S-Hamilton-Ave-A_Chicago_IL_60609_M79546-73753,TRUE,TRUE,"The exact successor addresses are Units A and B. Redfin and Realtor identify Unit A as a fee-simple row townhouse, while the whole-address record reports two components. The two one-unit cards represent two attached single-family homes, not a multifamily building; the external 3,312-square-foot total is close to but not identical to the 3,240-square-foot historical sum.",2026-07-24
3,residential_multicard_17313100010000,17313100010000,2006,11_12,638.877561735241,FALSE,3533 S OAKLEY AVE,8,1/2/3/4/5/6/7/8,295,1,1,TRUE,FALSE,8,12704,36176,TRUE,single_family_buildings,0,0,,,,16,16,0,15,2243 W 35TH PL | 2245 W 35TH PL | 2247 S OAKLEY AVE | 2249 S OAKLEY AVE | 2251 W 35TH PL | 2253 W 35TH PL | 2255 W 35TH PL | 3535 S OAKLEY AVE | 3537 S OAKLEY AVE | 3539 S OAKLEY AVE | 3541 S OAKLEY AVE | 3543 S OAKLEY AVE | 3545 S OAKLEY AVE | 3547 S OAKLEY AVE | 3553 S OAKLEY AVE,14,22232,1.75,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3533%20S%20OAKLEY%20AVE%20Chicago%20IL,"""3533 S OAKLEY AVE"" Chicago ""17313100010000""",complete,townhouse_development,attached_single_family_collection,exclude,8,8,,https://www.countyoffice.org/s-oakley-ave-chicago-il-property-records/,https://www.zillow.com/homedetails/3537-S-Oakley-Ave-Chicago-IL-60609/89919293_zpid/,TRUE,FALSE,"Current records identify the Oakley successor row, including 3535, 3537, 3539, and 3541, as fee-simple townhouses built in 2007. The historical parent has eight one-unit cards inside a broader successor lineage. It should be excluded from multifamily, but the web evidence does not independently isolate the exact eight-card phase.",2026-07-24
3,residential_multicard_17313120190000,17313120190000,2008,11_12,991.533247130684,FALSE,3631 S BLAKE ST,2,1/2,295,1,1,TRUE,FALSE,2,3454,4688,TRUE,single_family_buildings,0,0,,,,2,2,0,2,3619 S BLAKE ST | 3621 S BLAKE ST,2,3454,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=3631%20S%20BLAKE%20ST%20Chicago%20IL,"""3631 S BLAKE ST"" Chicago ""17313120190000""",complete,two_attached_single_family_townhouses,attached_single_family_collection,exclude,2,2,3454,https://www.zillow.com/homedetails/3619-S-Blake-St-Chicago-IL-60609/113499905_zpid/,https://www.redfin.com/IL/Chicago/3615-S-Blake-St-60609/unit-D/home/64226938,TRUE,TRUE,"Zillow identifies 3619 S Blake as a 1,727-square-foot townhouse built in 2010, and Redfin describes Blake Station as attached single-family townhomes. The two successor addresses and two equal one-unit cards sum to 3,454 square feet, supporting two attached single-family homes rather than a multifamily building.",2026-07-24
3,residential_multicard_17333260380000,17333260380000,2015,3_11,959.9955086972916,FALSE,3849 S PARNELL AVE,6,1/2/3/4/5/6,295,1,1,TRUE,FALSE,6,8880,3238,TRUE,single_family_buildings,0,0,,3849 S PARNELL AVE,6,1,1,0,1,3859 S PARNELL AVE,0,0,0,manual_external_review,contemporaneous_card_inventory,high,https://www.google.com/maps/search/?api=1&query=3849%20S%20PARNELL%20AVE%20Chicago%20IL,"""3849 S PARNELL AVE"" Chicago ""17333260380000""",complete,townhouse_development,attached_single_family_collection,exclude,6,6,,https://www.redfin.com/IL/Chicago/3849-S-Parnell-Ave-60609/home/167702560,https://www.homes.com/property/3859-s-parnell-ave-chicago-il/ng6b9s9jnhq8m/,TRUE,FALSE,"External records identify the exact and successor addresses as individual townhouses. The permit and six one-unit assessor cards indicate a six-home episode, but the web evidence does not independently enumerate every component or verify the 8,880-square-foot historical sum.",2026-07-24
3,residential_multicard_17344230090000,17344230090000,2006,3_4,1168.4187400091412,FALSE,717 E 38TH ST,5,1/2/3/4/5,295,1,1,TRUE,FALSE,5,10049,15357,TRUE,single_family_buildings,1,0,5386.383612588048,,,7,7,0,7,715 E 38TH ST | 717 E 38TH ST | 719 E 38TH ST | 721 E 38TH ST | 723 E 38TH ST | 725 E 38TH ST | 729 E 38TH ST,6,12028,1.196935018409792,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=717%20E%2038TH%20ST%20Chicago%20IL,"""717 E 38TH ST"" Chicago ""17344230090000""",complete,townhouse_development,attached_single_family_collection,exclude,5,5,,https://www.redfin.com/IL/Chicago/717-E-38th-St-60653/unit-C4-105/home/39588024,https://www.redfin.com/IL/Chicago/729-E-38th-St-60653/home/12637511,TRUE,FALSE,"External records identify components along the exact successor row as townhouses. The historical parent has five one-unit cards inside a seven-address successor lineage, so townhouse use is clear but the exact five-card phase and 10,049-square-foot sum are not independently isolated.",2026-07-24
3,residential_multicard_17344240060000,17344240060000,2006,3_4,1042.258414496264,FALSE,720 E PERSHING RD,2,1/2,295,1,1,TRUE,FALSE,2,4313,6428,TRUE,single_family_buildings,3,1,9696.373031784082,,,2,2,0,2,720 E PERSHING RD | 722 E PERSHING RD,2,4313,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=720%20E%20PERSHING%20RD%20Chicago%20IL,"""720 E PERSHING RD"" Chicago ""17344240060000""",complete,two_attached_single_family_townhouses,attached_single_family_collection,exclude,2,2,,https://www.redfin.com/IL/Chicago/722-E-Pershing-Rd-60653/home/105708901,https://www.countyoffice.org/e-pershing-rd-chicago-il-property-records/,TRUE,TRUE,"Redfin and the street property record identify 720 and 722 E Pershing as row townhouses. The two successor addresses match the two one-unit historical cards, supporting two attached single-family homes rather than one multifamily building.",2026-07-24
3,residential_multicard_17344240070000,17344240070000,2006,3_4,992.4738528031548,FALSE,714 E PERSHING RD,2,1/2,295,1,1,TRUE,FALSE,2,4249,6424,TRUE,single_family_buildings,2,0,1044.4438658822328,,,2,2,0,2,716 E PERSHING RD | 718 E PERSHING RD,2,4249,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=714%20E%20PERSHING%20RD%20Chicago%20IL,"""714 E PERSHING RD"" Chicago ""17344240070000""",complete,two_attached_single_family_townhouses,attached_single_family_collection,exclude,2,2,,https://www.zillow.com/homedetails/714-E-Pershing-Rd-Chicago-IL-60653/245565608_zpid/,https://www.countyoffice.org/e-pershing-rd-chicago-il-property-records/,TRUE,TRUE,"Zillow and the street property record identify the Pershing Road components as townhouses. The 716 and 718 successor addresses match the two one-unit historical cards, supporting two attached single-family homes rather than one multifamily building.",2026-07-24
3,residential_multicard_17344240080000,17344240080000,2006,3_4,942.717917508947,FALSE,712 E PERSHING RD,2,1/2,295,1,1,TRUE,FALSE,2,4042,6402,TRUE,single_family_buildings,2,0,1109.8254554718733,,,2,2,0,2,712 E PERSHING RD | 714 E PERSHING RD,2,4042,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=712%20E%20PERSHING%20RD%20Chicago%20IL,"""712 E PERSHING RD"" Chicago ""17344240080000""",complete,two_attached_single_family_townhouses,attached_single_family_collection,exclude,2,2,,https://www.zillow.com/homedetails/714-E-Pershing-Rd-Chicago-IL-60653/245565608_zpid/,https://www.countyoffice.org/e-pershing-rd-chicago-il-property-records/,TRUE,TRUE,"Zillow and the street property record identify 712 and 714 E Pershing as townhouses. The two successor addresses match the two one-unit historical cards, supporting two attached single-family homes rather than one multifamily building.",2026-07-24
3,residential_multicard_19174190410000,19174190410000,2006,13_23,1095.5833871664825,FALSE,6159 S MONITOR AVE,2,1/2,234,1,1,TRUE,FALSE,2,2896,7519,TRUE,single_family_buildings,2,0,2575.2499998403364,,,2,2,0,2,6155 S MONITOR AVE | 6159 S MONITOR AVE,2,2896,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=6159%20S%20MONITOR%20AVE%20Chicago%20IL,"""6159 S MONITOR AVE"" Chicago ""19174190410000""",complete,two_detached_single_family_houses,detached_single_family_collection,exclude,2,2,,https://www.zillow.com/homedetails/6159-S-Monitor-Ave-Chicago-IL-60638/89903096_zpid/,https://www.redfin.com/IL/Chicago/6155-S-Monitor-Ave-60638/home/26823356,TRUE,TRUE,"Zillow and Redfin identify 6159 and 6155 S Monitor as separate detached single-family houses built in 2007. The two successor addresses match the two one-unit cards, so this is a two-house project rather than multifamily construction.",2026-07-24
3,residential_multicard_19174270420000,19174270420000,2006,13_23,1095.2155338225298,FALSE,6201 S MONITOR AVE,2,1/2,278,1,1,TRUE,FALSE,2,5556,9041,TRUE,single_family_buildings,0,0,,,,2,2,0,2,6201 S MONITOR AVE | 6203 S MONITOR AVE,2,5556,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=6201%20S%20MONITOR%20AVE%20Chicago%20IL,"""6201 S MONITOR AVE"" Chicago ""19174270420000""",complete,two_detached_single_family_houses,detached_single_family_collection,exclude,2,2,,https://www.zillow.com/homedetails/6159-S-Monitor-Ave-Chicago-IL-60638/89903096_zpid/,https://www.realtor.com/propertyrecord-search/60644/S-Monitor-Ave,TRUE,FALSE,"Property records identify 6201 and 6203 S Monitor as separate large single-family homes, consistent with the two one-unit cards and two successor addresses. Their physical type is resolved, but the web records do not independently reproduce the historical 5,556-square-foot total.",2026-07-24
3,residential_multicard_20023000260000,20023000260000,2017,3_4,1091.932201344988,FALSE,4300 S DREXEL BLVD,10,1/2/3/4/5/6/7/8/9/10,295,1,1,TRUE,FALSE,9,19341,22606,TRUE,single_family_buildings,0,0,,4302 S DREXEL BLVD,,9,9,0,5,4302 S DREXEL BLVD | 4306 S DREXEL BLVD | 4310 S DREXEL BLVD | 4314 S DREXEL BLVD | 4318 S DREXEL BLVD,9,16254,0.8403908794788274,multiple_successor_parcels,retain_manual_override,high,https://www.google.com/maps/search/?api=1&query=4300%20S%20DREXEL%20BLVD%20Chicago%20IL,"""4300 S DREXEL BLVD"" Chicago ""20023000260000""",complete,townhouse_development,attached_single_family_collection,exclude,9,9,19350,https://dompropertiesinc.com/projects.html,https://www.trulia.com/home/4300-s-drexel-blvd-chicago-il-60653-159002729,TRUE,TRUE,"The developer describes 4300 S Drexel as nine three-story townhomes of approximately 2,150 square feet each. That independently reproduces the nine-unit scale and nearly exactly matches the 19,341-square-foot historical sum, so the cards represent attached single-family townhomes rather than multifamily construction.",2026-07-24
3,residential_multicard_20023050210000,20023050210000,2006,3_4,908.6773546730684,FALSE,4450 S DREXEL BLVD,9,1/2/3/4/5/6/7/8/9,295,1,1,TRUE,FALSE,9,15603,21662,TRUE,single_family_buildings,0,0,,,,9,9,0,9,4450 S DREXEL BLVD | 4454 S DREXEL BLVD | 834 E 45TH ST | 836 E 45TH ST | 838 E 45TH ST | 840 E 45TH ST | 842 E 45TH ST | 844 E 45TH ST | 846 E 45TH ST,9,15603,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=4450%20S%20DREXEL%20BLVD%20Chicago%20IL,"""4450 S DREXEL BLVD"" Chicago ""20023050210000""",complete,townhouse_development,attached_single_family_collection,exclude,9,9,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.redfin.com/IL/Chicago/4450-S-Drexel-Blvd-60653/home/26823885,TRUE,TRUE,"Contemporaneous reporting identifies Drexel Square at 4450 S Drexel as a nine-townhouse development, and the exact property record identifies fee-simple townhouse use. The nine one-unit cards therefore represent nine attached single-family homes, not one apartment building.",2026-07-24
3,residential_multicard_20023050320000,20023050320000,2022,3_4,920.0038914711704,FALSE,4434 S DREXEL BLVD,12,3/4/5/6/7/8/9/10/11/12/13/14,295,1,1,TRUE,FALSE,12,27816,26380,TRUE,single_family_buildings,0,0,,,,12,12,0,12,4430 S DREXEL BLVD | 4432 S DREXEL BLVD | 4434 S DREXEL BLVD | 4436 S DREXEL BLVD | 4438 S DREXEL BLVD A | 4438 S DREXEL BLVD B | 4438 S DREXEL BLVD C | 4438 S DREXEL BLVD D | 4446 S DREXEL BLVD A | 4446 S DREXEL BLVD B | 4448 S DREXEL BLVD A | 4448 S DREXEL BLVD B,12,29274,1.052415875754961,multiple_successor_parcels,retain_card_inventory,high,https://www.google.com/maps/search/?api=1&query=4434%20S%20DREXEL%20BLVD%20Chicago%20IL,"""4434 S DREXEL BLVD"" Chicago ""20023050320000""",complete,townhouse_development,attached_single_family_collection,exclude,12,12,,https://www.buildzoom.com/contractor/eco-development-inc,https://www.redfin.com/IL/Chicago/4434-S-Drexel-Blvd-60653/unit-D/home/177077742,TRUE,TRUE,The completed permit revision explicitly describes four buildings containing twelve townhomes at the 4430-4448 S Drexel addresses. Redfin independently identifies the components as fee-simple townhouses. The twelve one-unit cards therefore represent attached single-family homes rather than multifamily construction.,2026-07-24
3,residential_multicard_20031110050000,20031110050000,2019,3_4,939.5470132473578,FALSE,4017 S CALUMET AVE,2,1/2,278,1,1,TRUE,FALSE,2,4210,7250,TRUE,single_family_buildings,0,0,,4021 S CALUMET AVE,,2,2,0,2,4019 S CALUMET AVE | 4021 CALUMET,2,4210,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=4017%20S%20CALUMET%20AVE%20Chicago%20IL,"""4017 S CALUMET AVE"" Chicago ""20031110050000""",complete,two_detached_single_family_houses,detached_single_family_collection,exclude,2,2,4210,https://www.redfin.com/IL/Chicago/4017-S-Calumet-Ave-60653/home/147831801,https://www.redfin.com/IL/Chicago/4021-S-Calumet-Ave-60653/home/172494823,TRUE,TRUE,"Redfin identifies the two successor addresses as separate newly built fee-simple single-family houses. The 4021 record reports 2,105 square feet, exactly half the 4,210-square-foot historical total, supporting two equal detached homes rather than one multifamily building.",2026-07-24
3,residential_multicard_20032070190000,20032070190000,2021,3_4,809.4464918559219,FALSE,3976 S LANGLEY AVE,2,2/3,278,1,1,TRUE,FALSE,2,4619,7550,TRUE,single_family_buildings,1,0,954.1249998830026,3972 S LANGLEY AVE / 3976 S LANGLEY AVE,,2,2,0,2,3972 S LANGLEY AVE | 3976 S LANGLEY AVE,2,4619,1,multiple_successor_parcels,completed_successor_episode,high,https://www.google.com/maps/search/?api=1&query=3976%20S%20LANGLEY%20AVE%20Chicago%20IL,"""3976 S LANGLEY AVE"" Chicago ""20032070190000""",complete,two_detached_single_family_houses,detached_single_family_collection,exclude,2,2,,https://www.redfin.com/IL/Chicago/3976-S-Langley-Ave-60653/home/13961251,https://www.redfin.com/IL/Chicago/3972-S-Langley-Ave-60653/home/174566656,TRUE,FALSE,"External records identify 3972 and 3976 S Langley as separate custom single-family houses. The two successor addresses match the two one-unit cards, but the listings do not independently reproduce the historical 4,619-square-foot assessor sum.",2026-07-24
