project_id,review_status,google_visual_type,external_building_count,external_unit_count,external_building_sqft,source_1_url,source_2_url,supports_building_type,supports_final_units,reviewer_notes,review_date
residential_multicard_17043200080000,complete,townhouse_development,47,47,,https://www.compass.com/building/1017-n-cleveland-ave-chicago-il-60610/593174454586667773/,https://www.redfin.com/IL/Chicago/1017-N-Cleveland-Ave-60610/unit-3/home/144509976,TRUE,FALSE,"Compass identifies Basecamp River North as a forty-seven-unit townhouse development, and Redfin identifies its individual Cleveland units as attached single-family townhouses. The historical parent has thirty-nine equal one-unit cards and overlaps a larger successor lineage. It should be excluded from multifamily, but the parent-specific count is not independently verified.",2026-07-24
residential_multicard_17071220180000,complete,two_detached_single_family_houses,2,2,4390,https://www.realtor.com/realestateandhomes-detail/2217-W-Race-Ave_Chicago_IL_60612_M87891-29070,https://www.countyoffice.org/w-race-ave-chicago-il-property-records/,TRUE,TRUE,"Realtor identifies 2217 W Race as a detached single-family house, and the street record identifies adjacent 2213 W Race as a separate 2014 house. Two exact new-construction permits and two successor parcels reproduce the two one-unit cards and establish a two-house project.",2026-07-24
residential_multicard_17073250490000,complete,single_apartment_building,1,4,4684,https://www.peakproperties.biz/apartments/il/chicago/2235-w-washington-blvd/default,https://www.loopnet.com/property/2235-w-washington-blvd-chicago-il-60612/17031-17073250490000/,TRUE,FALSE,"The property manager identifies one four-unit apartment building, while LoopNet and the current noncondominium assessor record report 4,684 square feet on the exact PIN. The two historical cards occur in different tax years and should not be summed. Replace the historical two-unit, 9,368-square-foot totals with four units and 4,684 square feet.",2026-07-24
residential_multicard_17174190080000,complete,single_apartment_building,1,4,3750,https://www.crexi.com/property-records/17174190080000-CHICAGO-IL-60607-4212/91ef824ab019a2eb5317b8165069af2145cebe85,https://www.realtor.com/realestateandhomes-detail/919-S-Aberdeen-St_Chicago_IL_60607_M86671-63050,TRUE,TRUE,"Crexi and Realtor identify one completed four-unit multifamily building with 3,750 square feet, built in 2022. The 2021 permit described two units but expired; the completed assessor and external property records consistently report four units, so the final four-unit record is supported.",2026-07-24
residential_multicard_17183280210000,complete,single_apartment_building,1,2,5799,https://www.redfin.com/IL/Chicago/1000-S-Oakley-Blvd-60612/home/12584489,https://www.zillow.com/homedetails/1000-S-Oakley-Blvd-Chicago-IL-60612/441076213_zpid/,TRUE,TRUE,"Redfin reports one two-unit apartment building with 5,799 square feet on the exact PIN; Zillow independently reports a 5,799-square-foot multifamily property. The external record matches the retained assessor totals.",2026-07-24
residential_multicard_17201020590000,complete,townhouse_components_within_larger_development,1,1,2448,https://www.redfin.com/IL/Chicago/1348-W-Washburne-Ave-60608/home/13144034,https://chicago.legistar.com/View.ashx?GUID=234BB5D9-E459-4024-8357-0515E0DCD09E&ID=2319116&M=F,TRUE,FALSE,"Redfin identifies the exact PIN as a 2,448-square-foot Roosevelt Square townhouse. The city record places 1348 W Washburne within a larger scattered-site disposition. The audit's two identical 2,448-square-foot cards sum to 4,896 square feet and two units, but the exact property record supports one townhouse and 2,448 square feet. Exclude it from multifamily and treat the card sum as unsupported.",2026-07-24
residential_multicard_17201030540000,complete,townhouse_components_within_larger_development,2,2,4896,https://www.compass.com/homedetails/1244-W-Washburne-Ave-Chicago-IL-60608/1XODB1_pid/,https://www.redfin.com/IL/Chicago/1256-W-Washburne-Ave-60608/home/26795576,TRUE,TRUE,"Compass reports 4,896 square feet and six baths at the exact Roosevelt Square public-use parcel, while the adjoining 1256 W Washburne record identifies the component form as 2,448-square-foot townhouses. The two equal assessor cards are therefore consistent with two attached single-dwelling components, not one apartment building. The larger set of seven two-unit permits geocoded to the historical parent is not used to inflate this exact parcel.",2026-07-24
residential_multicard_17211230320000,complete,townhouse_components_within_larger_development,1,1,2320,https://www.redfin.com/IL/Chicago/1455-S-Halsted-St-60607/home/40381642,https://www.zillow.com/b/1455-s-halsted-st-chicago-il-65cPx7/,TRUE,FALSE,"Redfin identifies 1455 S Halsted as an individual University Village townhome. The historical parent has two one-unit cards, while its successor area contains both townhouses and condominium PINs. Townhouse use is clear, but the exact two-card episode and summed 3,384 square feet are not established by the current address record.",2026-07-24
residential_multicard_17211330050000,complete,townhouse_development,5,5,,https://www.redfin.com/IL/Chicago/763-W-15th-St-60607/home/26819456,https://www.redfin.com/IL/Chicago/747-W-15th-St-60607/home/26819454,TRUE,FALSE,"Redfin identifies 763 W 15th and the adjacent row as fee-simple University Village townhouses. The five one-unit historical cards therefore describe attached single-dwelling homes rather than an apartment building, but the exact five-card parent count is not independently reproduced by current successor records.",2026-07-24
residential_multicard_17271290200000,complete,townhouse_development,6,6,,https://www.zillow.com/homedetails/348-E-Finsbury-Ct-1-D-Chicago-IL-60616/448623535_zpid/,https://www.atproperties.com/10162447/352-e-finsbury-court-3-d-chicago-illinois-60616-nei,TRUE,FALSE,"Listings identify the Finsbury Court components as Eastgate Village townhomes with private entrances and attached garages. The historical parent has six one-unit cards within a much larger mixed successor lineage. The physical type supports exclusion from multifamily, but the exact six-unit parent count and 9,856-square-foot sum are not independently isolated.",2026-07-24
residential_multicard_17271290980000,complete,townhouse_development,9,9,,https://www.zillow.com/homedetails/343-E-25th-St-Chicago-IL-60616/124875257_zpid/,https://illinoisanswers.org/2016/03/13/taxpayers-first-pay-to-build-then-lease-luxury-homes/,TRUE,FALSE,"Zillow identifies 343 E 25th as a townhouse and single-family residence; reporting on Eastgate Village likewise describes the development's three-story townhomes. The nine one-unit cards and current assessor totals agree internally, but the web evidence does not independently enumerate the historical parent's nine components.",2026-07-24
residential_multicard_17282090070000,complete,single_mixed_use_apartment_building,1,3,5280,https://www.loopnet.com/Listing/255-W-22nd-Pl-Chicago-IL/23837348/,https://occprodstoragev1.blob.core.usgovcloudapi.net/lsmeetingattachmentspublic/851f34c6-3333-4010-a2d3-e75df49e1ad1.pdf,TRUE,FALSE,"LoopNet identifies one four-story, 5,280-square-foot storefront retail/residential building on the exact PIN. The official zoning application describes three dwelling units above one ground-floor commercial unit. Replace the assessor card's four-unit count with three units and retain 5,280 square feet.",2026-07-24
residential_multicard_17294020010000,complete,townhouse_development,27,27,,https://www.redfin.com/IL/Chicago/2615-S-Throop-St-60608/unit-T8/home/177706944,https://www.realtor.com/local/property-records/illinois/cook-county/chicago/s-throop-st,TRUE,FALSE,"The exact parent PIN is used by listings for AAA Residences, a 27-townhouse development spanning Hillock and Throop addresses. The seven historical cards belong to this attached single-family development and should be excluded from multifamily, but they cannot be equated to all twenty-seven successor homes or independently isolated as a seven-home phase.",2026-07-24
residential_multicard_17313050350000,complete,two_attached_single_family_townhouses,2,2,3312,https://www.redfin.com/IL/Chicago/3559-S-Hamilton-Ave-60609/unit-A/home/113096282,https://www.realtor.com/realestateandhomes-detail/3559-S-Hamilton-Ave-A_Chicago_IL_60609_M79546-73753,TRUE,TRUE,"The exact successor addresses are Units A and B. Redfin and Realtor identify Unit A as a fee-simple row townhouse, while the whole-address record reports two components. The two one-unit cards represent two attached single-family homes, not a multifamily building; the external 3,312-square-foot total is close to but not identical to the 3,240-square-foot historical sum.",2026-07-24
residential_multicard_17313100010000,complete,townhouse_development,8,8,,https://www.countyoffice.org/s-oakley-ave-chicago-il-property-records/,https://www.zillow.com/homedetails/3537-S-Oakley-Ave-Chicago-IL-60609/89919293_zpid/,TRUE,FALSE,"Current records identify the Oakley successor row, including 3535, 3537, 3539, and 3541, as fee-simple townhouses built in 2007. The historical parent has eight one-unit cards inside a broader successor lineage. It should be excluded from multifamily, but the web evidence does not independently isolate the exact eight-card phase.",2026-07-24
residential_multicard_17313120190000,complete,two_attached_single_family_townhouses,2,2,3454,https://www.zillow.com/homedetails/3619-S-Blake-St-Chicago-IL-60609/113499905_zpid/,https://www.redfin.com/IL/Chicago/3615-S-Blake-St-60609/unit-D/home/64226938,TRUE,TRUE,"Zillow identifies 3619 S Blake as a 1,727-square-foot townhouse built in 2010, and Redfin describes Blake Station as attached single-family townhomes. The two successor addresses and two equal one-unit cards sum to 3,454 square feet, supporting two attached single-family homes rather than a multifamily building.",2026-07-24
residential_multicard_17333260380000,complete,townhouse_development,6,6,,https://www.redfin.com/IL/Chicago/3849-S-Parnell-Ave-60609/home/167702560,https://www.homes.com/property/3859-s-parnell-ave-chicago-il/ng6b9s9jnhq8m/,TRUE,FALSE,"External records identify the exact and successor addresses as individual townhouses. The permit and six one-unit assessor cards indicate a six-home episode, but the web evidence does not independently enumerate every component or verify the 8,880-square-foot historical sum.",2026-07-24
residential_multicard_17344230090000,complete,townhouse_development,5,5,,https://www.redfin.com/IL/Chicago/717-E-38th-St-60653/unit-C4-105/home/39588024,https://www.redfin.com/IL/Chicago/729-E-38th-St-60653/home/12637511,TRUE,FALSE,"External records identify components along the exact successor row as townhouses. The historical parent has five one-unit cards inside a seven-address successor lineage, so townhouse use is clear but the exact five-card phase and 10,049-square-foot sum are not independently isolated.",2026-07-24
residential_multicard_17344240060000,complete,two_attached_single_family_townhouses,2,2,,https://www.redfin.com/IL/Chicago/722-E-Pershing-Rd-60653/home/105708901,https://www.countyoffice.org/e-pershing-rd-chicago-il-property-records/,TRUE,TRUE,"Redfin and the street property record identify 720 and 722 E Pershing as row townhouses. The two successor addresses match the two one-unit historical cards, supporting two attached single-family homes rather than one multifamily building.",2026-07-24
residential_multicard_17344240070000,complete,two_attached_single_family_townhouses,2,2,,https://www.zillow.com/homedetails/714-E-Pershing-Rd-Chicago-IL-60653/245565608_zpid/,https://www.countyoffice.org/e-pershing-rd-chicago-il-property-records/,TRUE,TRUE,"Zillow and the street property record identify the Pershing Road components as townhouses. The 716 and 718 successor addresses match the two one-unit historical cards, supporting two attached single-family homes rather than one multifamily building.",2026-07-24
residential_multicard_17344240080000,complete,two_attached_single_family_townhouses,2,2,,https://www.zillow.com/homedetails/714-E-Pershing-Rd-Chicago-IL-60653/245565608_zpid/,https://www.countyoffice.org/e-pershing-rd-chicago-il-property-records/,TRUE,TRUE,"Zillow and the street property record identify 712 and 714 E Pershing as townhouses. The two successor addresses match the two one-unit historical cards, supporting two attached single-family homes rather than one multifamily building.",2026-07-24
residential_multicard_19174190410000,complete,two_detached_single_family_houses,2,2,,https://www.zillow.com/homedetails/6159-S-Monitor-Ave-Chicago-IL-60638/89903096_zpid/,https://www.redfin.com/IL/Chicago/6155-S-Monitor-Ave-60638/home/26823356,TRUE,TRUE,"Zillow and Redfin identify 6159 and 6155 S Monitor as separate detached single-family houses built in 2007. The two successor addresses match the two one-unit cards, so this is a two-house project rather than multifamily construction.",2026-07-24
residential_multicard_19174270420000,complete,two_detached_single_family_houses,2,2,,https://www.zillow.com/homedetails/6159-S-Monitor-Ave-Chicago-IL-60638/89903096_zpid/,https://www.realtor.com/propertyrecord-search/60644/S-Monitor-Ave,TRUE,FALSE,"Property records identify 6201 and 6203 S Monitor as separate large single-family homes, consistent with the two one-unit cards and two successor addresses. Their physical type is resolved, but the web records do not independently reproduce the historical 5,556-square-foot total.",2026-07-24
residential_multicard_20023000260000,complete,townhouse_development,9,9,19350,https://dompropertiesinc.com/projects.html,https://www.trulia.com/home/4300-s-drexel-blvd-chicago-il-60653-159002729,TRUE,TRUE,"The developer describes 4300 S Drexel as nine three-story townhomes of approximately 2,150 square feet each. That independently reproduces the nine-unit scale and nearly exactly matches the 19,341-square-foot historical sum, so the cards represent attached single-family townhomes rather than multifamily construction.",2026-07-24
residential_multicard_20023050210000,complete,townhouse_development,9,9,,https://yochicago.com/we-love-lists-one-more-time-with-the-townhouses/,https://www.redfin.com/IL/Chicago/4450-S-Drexel-Blvd-60653/home/26823885,TRUE,TRUE,"Contemporaneous reporting identifies Drexel Square at 4450 S Drexel as a nine-townhouse development, and the exact property record identifies fee-simple townhouse use. The nine one-unit cards therefore represent nine attached single-family homes, not one apartment building.",2026-07-24
residential_multicard_20023050320000,complete,townhouse_development,12,12,,https://www.buildzoom.com/contractor/eco-development-inc,https://www.redfin.com/IL/Chicago/4434-S-Drexel-Blvd-60653/unit-D/home/177077742,TRUE,TRUE,"The completed permit revision explicitly describes four buildings containing twelve townhomes at the 4430-4448 S Drexel addresses. Redfin independently identifies the components as fee-simple townhouses. The twelve one-unit cards therefore represent attached single-family homes rather than multifamily construction.",2026-07-24
residential_multicard_20031110050000,complete,two_detached_single_family_houses,2,2,4210,https://www.redfin.com/IL/Chicago/4017-S-Calumet-Ave-60653/home/147831801,https://www.redfin.com/IL/Chicago/4021-S-Calumet-Ave-60653/home/172494823,TRUE,TRUE,"Redfin identifies the two successor addresses as separate newly built fee-simple single-family houses. The 4021 record reports 2,105 square feet, exactly half the 4,210-square-foot historical total, supporting two equal detached homes rather than one multifamily building.",2026-07-24
residential_multicard_20032070190000,complete,two_detached_single_family_houses,2,2,,https://www.redfin.com/IL/Chicago/3976-S-Langley-Ave-60653/home/13961251,https://www.redfin.com/IL/Chicago/3972-S-Langley-Ave-60653/home/174566656,TRUE,FALSE,"External records identify 3972 and 3976 S Langley as separate custom single-family houses. The two successor addresses match the two one-unit cards, but the listings do not independently reproduce the historical 4,619-square-foot assessor sum.",2026-07-24
residential_multicard_20032080150000,complete,two_attached_single_family_townhouses,2,2,,https://www.trulia.com/home/753-e-oakwood-blvd-chicago-il-60653-463084173,https://www.realtor.com/realestateandhomes-detail/755-E-Oakwood-Blvd_Chicago_IL_60653_M73045-75959,TRUE,TRUE,"Trulia and Realtor identify 753 and 755 E Oakwood as separate fee-simple row townhouses. The two successor addresses match the two one-unit cards, supporting two attached single-family homes rather than multifamily construction.",2026-07-24
residential_multicard_20143120360000,complete,townhouse_development,7,7,8696,https://www.redfin.com/IL/Chicago/6115-S-University-Ave-60637/home/28563204,https://www.zumper.com/apartment-buildings/p410484/6115-s-university-woodlawn-chicago-il,TRUE,TRUE,"Redfin identifies the property as row-type townhouse construction, and the rental building record independently reports seven townhouse units. Seven equal one-unit assessor cards sum to the externally reported project scale, so this is an attached single-family development rather than multifamily construction.",2026-07-24
residential_multicard_20143120370000,complete,townhouse_development,7,7,8696,https://www.propertyreach.com/il/chicago/6117-s-university-ave/56173491,https://www.compass.com/homedetails/6117-S-University-Ave-Unit-4-Chicago-IL-60637/1XMGPA_pid/,TRUE,TRUE,"The property record reports seven townhouse buildings totaling 8,696 square feet, and Compass identifies an individual component as a two-story townhouse. Those external totals exactly match the seven one-unit assessor cards, so this is an attached single-family development rather than multifamily construction.",2026-07-24
residential_multicard_20143160010000,complete,townhouse_development,17,17,,https://www.realtor.com/realestateandhomes-detail/6201-S-Ellis-Ave_Chicago_IL_60637_M91390-46647,https://www.chicagocityscape.com/address.php?address=6201+S+Ellis+Ave&city=Chicago&lat=41.781807&lng=-87.600624&pin=20143160640000&state=IL,TRUE,FALSE,"The exact address and successor records identify a gated row-townhouse development. The historical parent contains nine one-unit cards within a seventeen-address successor lineage, so townhouse use is resolved but the exact nine-card phase and 19,436-square-foot historical sum are not independently isolated.",2026-07-24
residential_multicard_20144120210000,complete,two_detached_single_family_houses,2,2,4416,https://www.redfin.com/IL/Chicago/6240-S-Kimbark-Ave-60637/home/178523726,https://www.redfin.com/IL/Chicago/6242-S-Kimbark-Ave-60637/home/161472880/,TRUE,TRUE,"Redfin identifies 6240 and 6242 S Kimbark as separate newly built single-family houses. The 6240 record reports 2,208 square feet and the two equal assessor cards total 4,416 square feet, independently supporting two detached homes rather than one multifamily building.",2026-07-24
residential_multicard_20151120040000,complete,two_adjacent_four_unit_apartment_buildings,2,8,,https://www.compass.com/building/5619-s-calumet-ave-chicago-il-60637/593052432888039693/,https://www.compass.com/building/5621-s-calumet-ave-chicago-il-60637/593352055301334645/,TRUE,TRUE,"Compass independently identifies 5619 and 5621 S Calumet as separate four-unit condominium buildings built in 2007. The two four-unit cards therefore represent two real multifamily buildings and the eight-unit total is supported.",2026-07-24
residential_multicard_20191050470000,complete,single_apartment_building,1,12,16438,https://www.crexi.com/property-records/20191050470000-CHICAGO-IL-60636-2005/c938c3d251cbc92c0d445f7bebf242aaccc02b54,https://www.loopnet.com/property/2101-w-63rd-st-chicago-il-60636/17031-2019105047/,TRUE,TRUE,"Crexi identifies one 12-unit, 16,438-square-foot apartment property on the exact PIN, and LoopNet independently reports apartment use and 16,438 square feet. The two assessor cards are components of one real multifamily property and their summed total is supported.",2026-07-24
residential_multicard_20211060070000,complete,two_adjacent_three_unit_apartment_buildings,2,6,6974,https://www.crexi.com/property-records/20211060070000-CHICAGO-IL-60621/2637d8463fea94138403507c6548ee2e2fd24d74,https://www.redfin.com/IL/Chicago/6737-S-Normal-Blvd-60621/home/18951709,TRUE,TRUE,"Crexi reports two apartment buildings totaling six units and 6,974 square feet on the exact PIN. Redfin independently identifies one three-unit, 3,487-square-foot component, exactly half the total. The two cards therefore represent two real three-unit apartment buildings and should remain multifamily.",2026-07-24
residential_multicard_20211120240000,complete,multifamily_building_collection,9,18,,https://www.trulia.com/home/501-w-64th-st-chicago-il-60621-441103192,https://www.zillow.com/homedetails/501-W-64th-St-A-Chicago-IL-60621/347800272_zpid/,TRUE,FALSE,"External records identify the large parent site as multifamily and describe its components as row-home apartments rather than fee-simple single-family townhouses. The nine two-unit cards plausibly represent nine two-flat buildings, but the external pages expose only individual components and do not independently verify the full eighteen-unit, 19,890-square-foot total.",2026-07-24
residential_multicard_20211120310000,complete,multifamily_building_collection,3,6,,https://www.redfin.com/IL/Chicago/6436-S-Normal-Blvd-60621/home/18951711,https://www.zillow.com/homedetails/6418-S-Normal-Blvd-Chicago-IL-60621/2084368592_zpid/,TRUE,FALSE,"The exact property record identifies a two-unit multifamily component, and neighboring records show the same row-building form. The three equal two-unit cards therefore describe multifamily buildings, but the web evidence does not independently establish that all three components and the 6,630-square-foot total belong to this historical parent.",2026-07-24
residential_multicard_20211130090000,complete,single_apartment_building,1,3,3659,https://www.redfin.com/IL/Chicago/6429-S-Normal-Blvd-60621/unit-1/home/18952836,https://www.realtor.com/local/property-records/illinois/cook-county/chicago/s-normal-blvd,TRUE,TRUE,"Redfin identifies one three-unit, 3,659-square-foot multifamily building on the exact PIN. The external record matches the retained assessor totals, so the site remains multifamily.",2026-07-24
residential_multicard_20231140240000,complete,two_adjacent_three_unit_apartment_buildings,2,6,7290,https://www.crexi.com/property-records/20231140240000-CHICAGO-IL-60637-4204/392d265f378ec733a1a3f66d74d67c60467f3eac,https://www.coldwellbankerhomes.com/il/chicago/6506-s-ingleside-ave/pid_72649133/,TRUE,TRUE,"Crexi reports two apartment buildings totaling six units and 7,290 square feet on the exact PIN. The current listing independently identifies each Ingleside component as a three-unit building. The two cards therefore represent two real multifamily buildings and the summed totals are supported.",2026-07-24
residential_multicard_20232000230000,complete,two_detached_single_family_houses,2,2,,https://www.zillow.com/homedetails/6334-S-Kimbark-Ave-Chicago-IL-60637/159040373_zpid/,https://www.zillow.com/homedetails/6336-S-Kimbark-Ave-Chicago-IL-60637/2076023631_zpid/,TRUE,FALSE,"Zillow identifies 6334 and 6336 S Kimbark as separate newly built fee-simple single-family houses. The two successor addresses match the two one-unit cards, but the listings report much larger current living areas than the 4,798-square-foot historical sum, so the physical type is resolved while the retained density total is not.",2026-07-24
residential_multicard_20232220160000,complete,single_apartment_building,1,6,9312,https://www.loopnet.com/property/6655-s-woodlawn-ave-chicago-il-60637/17031-20232220160000/,https://www.realtor.com/local/property-records/illinois/cook-county/chicago/s-woodlawn-ave,TRUE,FALSE,"LoopNet identifies an apartment property totaling 9,312 square feet on the exact PIN. The two three-unit cards are consistent with a six-unit multifamily property, but the external pages do not independently report the unit count, so only the physical use and square-foot total are externally resolved.",2026-07-24
residential_multicard_20244290030000,complete,townhouse_development,27,27,,https://www.compass.com/building/2306-e-71st-st-chicago-il-60649/593206014534816053/,https://www.realtor.com/realestateandhomes-detail/2306-E-71st-St-A_Chicago_IL_60649_M74770-74411,TRUE,FALSE,"Compass reports a 27-unit condominium development, while the unit-level record identifies the physical form as two-story attached townhouses. The twenty-seven class-295 cards and successor condo PINs therefore represent individually assessed townhouse components rather than a conventional multifamily building. Exclude the project from multifamily; the 34,748-square-foot card sum is not independently verified.",2026-07-24
residential_multicard_20331040040000,complete,multifamily_building_collection,4,8,,https://www.redfin.com/IL/Chicago/7900-S-Parnell-Ave-60620/home/144510644,https://www.realtor.com/realestateandhomes-detail/7900-S-Parnell-Ave_Chicago_IL_60620_M79642-41471,TRUE,FALSE,"Redfin and Realtor identify the 7900 S Parnell component as a two-unit multifamily building. The four equal two-unit cards are consistent with a row of four two-flats, but the web evidence and current successor lineage do not independently isolate all four historical components or verify the 9,156-square-foot sum.",2026-07-24
residential_17211330040000,complete,townhouse_development,9,9,,https://www.redfin.com/IL/Chicago/725-W-15th-St-60607/unit-20/home/183993309,https://www.zillow.com/homedetails/725-W-15th-St-Chicago-IL-60607/332931912_zpid/,TRUE,FALSE,"The exact parent PIN and successor addresses belong to the University Village row-home development. External records identify the components as newly constructed fee-simple townhouses, not a multifamily building. Nine successor addresses are visible, while the historical parent contains eight one-unit cards, so the physical type is resolved but the exact eight-card phase and 20,060-square-foot sum are not independently verified.",2026-07-24
residential_multicard_13251330010000,complete,two_attached_single_family_townhouses,2,2,,https://www.redfin.com/IL/Chicago/2953-W-George-St-60618/home/12617370,https://www.zillow.com/b/2951-w-george-st-chicago-il-B36nLz/,TRUE,TRUE,"The two successor addresses are separate fee-simple townhouses. Redfin identifies 2953 W George as an attached single-family townhouse, while the permit covers the paired 2951 and 2953 addresses. The two one-unit cards therefore describe two attached single-family homes rather than a multifamily building; the historical 3,768-square-foot sum is not independently supported.",2026-07-24
residential_multicard_16141120360000,complete,two_detached_single_family_houses,2,2,3496,https://www.zillow.com/homedetails/3900-W-Congress-Pkwy-Chicago-IL-60624/113957389_zpid/,https://www.redfin.com/IL/Chicago/3904-W-Congress-Pkwy-60624/home/40378366,TRUE,TRUE,"Zillow and Redfin identify 3900 and 3904 W Congress as separate single-family houses built in 2008. The 3904 public record reports 1,748 square feet, matching one of two equal historical cards and supporting the 3,496-square-foot project total.",2026-07-24
residential_multicard_20041290470000,complete,townhouse_development,4,4,9000,https://www.redfin.com/IL/Chicago/4250-S-Normal-Ave-60609/home/147045277,https://www.compass.com/building/4250-s-normal-ave-chicago-il-60609/593236387478483133/,TRUE,TRUE,"The exact permit and external building records identify a four-unit fee-simple townhouse development at 4250-4256 S Normal. The four one-unit cards therefore describe four attached single-family homes rather than a multifamily building. External records report approximately 2,250 square feet per townhouse, so the historical 6,772-square-foot sum understates the completed development and is not retained as externally verified.",2026-07-24
residential_multicard_20091110270000,complete,multifamily_building_collection,5,15,18300,https://www.apartments.com/718-w-50th-st-chicago-il/4lkvtsl/,https://www.crexi.com/property-records/20091110430000-CHICAGO-IL-60609-5168/aafbd016bebe1a51f8e2b368c912f94bfaba96ba,TRUE,TRUE,"The parent parcel split into five successor apartment parcels at 716, 718, 720, 728, and 732 W 50th. External records identify the components as three-unit apartment buildings, including 718 and 720, while current exact-PIN assessor records reproduce five three-unit, 3,660-square-foot buildings. The historical five-card total is a real fifteen-unit multifamily collection, but the five successor project rows are duplicate representations of the same construction episode.",2026-07-24
residential_multicard_20174210220000,lineage_pending,unresolved_public_use_site,,,,https://www.compass.com/homedetails/6106-S-Peoria-St-Chicago-IL-60621/1X1380_pid/,https://data.cityofchicago.org/api/views/6hme-q5jv/rows.pdf?accessType=DOWNLOAD,FALSE,FALSE,"The current exact parcel is a 1925 governmental/public-use property and remains in the city-owned land inventory. The historical construction records instead contain two 2020 cards associated with permits at 6100 and 6102 S Peoria. No external evidence establishes two completed houses or a defensible link between those permits and the 6106 parent parcel, so the episode remains unresolved and should not be forced into either density sample.",2026-07-24
residential_multicard_21313270020000,complete,two_detached_single_family_houses,2,2,,https://www.zillow.com/homedetails/8603-S-Kingston-Ave-Chicago-IL-60617/87705999_zpid/,https://www.realtor.com/realestateandhomes-detail/8607-S-Kingston-Ave_Chicago_IL_60617_M86638-70686,TRUE,TRUE,"External records identify 8603 and 8607 S Kingston as separate detached single-family houses constructed in 2006-2008. The two one-unit cards therefore represent two houses rather than a multifamily building. Current listings report 2,423 and 2,027 square feet, which do not reproduce the historical 4,054-square-foot sum.",2026-07-24
residential_multicard_25031150310000,complete,single_detached_single_family_house,1,1,1946,https://www.propertyreach.com/il/chicago/90th-st,https://www.countyoffice.org/e-90th-st-chicago-il-property-records/,TRUE,FALSE,"Independent property records identify 42 E 90th as one single-family house built in 2007 with 1,946 square feet on the exact PIN. The two one-unit cards and 3,934-square-foot historical sum therefore duplicate one physical house rather than represent two buildings; one card must be suppressed.",2026-07-24
residential_multicard_13132280110000,complete,expired_unbuilt_single_family_permits,0,0,0,https://www.redfin.com/IL/Chicago/2628-W-Agatite-Ave-60625/home/13488507,https://www.countyoffice.org/w-agatite-ave-chicago-il-property-records/,TRUE,TRUE,"The coach-house permit expired. Current exact-PIN records identify only the original 1922 single-family house and one physical building; there is no completed rear dwelling. Suppress the 832-square-foot card from all new-construction samples.",2026-07-24
residential_multicard_13234060400000,complete,single_detached_single_family_house,1,1,2147,https://www.realtor.com/realestateandhomes-detail/3312-N-Drake-Ave_Chicago_IL_60618_M86219-87649,,TRUE,TRUE,"The completed new-construction permit and public property record identify one detached single-family house. The exact current PIN remains one noncondominium parcel; exclude it from multifamily while retaining one all-construction observation.",2026-07-24
residential_multicard_13361160300000,complete,single_detached_single_family_house,1,1,,https://www.zillow.com/homedetails/2013-N-Whipple-St-Chicago-IL-60647/158512556_zpid/,,TRUE,TRUE,"Zillow and the completed permit identify one detached single-family house built in 2018. The listing reports 3,102 finished square feet rather than the assessor card's 2,179 above-grade square feet, so the one-unit building is verified but the external area is not used to replace the assessor measure.",2026-07-24
residential_multicard_13363020070000,complete,single_detached_single_family_house,1,1,2420,https://www.redfin.com/IL/Chicago/1943-N-Albany-Ave-60647/home/13417345,,TRUE,TRUE,"Redfin's exact-PIN public record identifies one single-family house built in 2008 and reports 2,420 square feet, matching the retained card.",2026-07-24
residential_multicard_13364160130000,complete,single_detached_single_family_house,1,1,2544,https://www.redfin.com/IL/Chicago/2431-W-Moffat-St-60647/unit-2/home/13416457,,TRUE,TRUE,"Redfin identifies one single-family house on the exact PIN, built in 2016 with 2,544 square feet. The unit-style mailing suffix does not indicate a multifamily building.",2026-07-24
residential_multicard_14071130440000,complete,single_detached_single_family_house,1,1,,https://www.redfin.com/IL/Chicago/2200-W-Farragut-Ave-60625/home/13405847,https://www.zillow.com/homedetails/2200-W-Farragut-Ave-Chicago-IL-60625/158528210_zpid/,TRUE,TRUE,"The completed permit and both property pages identify one detached single-family house. Zillow reports about 4,200 finished square feet, which is not comparable to the assessor card's 2,622 above-grade square feet; retain the assessor area but do not call it independently reproduced.",2026-07-24
residential_multicard_14193040190000,complete,single_detached_single_family_house,1,1,3574,https://www.redfin.com/IL/Chicago/3515-N-Leavitt-St-60618/home/13388130,,TRUE,TRUE,"Redfin identifies a fee-simple detached single-family new-construction house and its exact-PIN public facts report 3,574 square feet, matching the retained card.",2026-07-24
residential_multicard_14193100340000,complete,single_detached_single_family_house,1,1,2790,https://www.redfin.com/IL/Chicago/3416-N-Bell-Ave-60618/home/13388430,,TRUE,TRUE,"Redfin identifies one fee-simple single-family new-construction house. Its exact-PIN public facts report 2,790 square feet, matching the retained card.",2026-07-24
residential_multicard_14193140120000,complete,single_detached_single_family_house,1,1,2818,https://www.countyoffice.org/n-hoyne-ave-chicago-il-property-records/,https://www.houzz.com/professionals/design-build-firms/townes-glaser-development-pfvwus-pf~1511225346,TRUE,TRUE,"The address-level property record reports one house built in 2019 with 2,818 square feet, and the builder portfolio identifies 3431 N Hoyne as a house project. This matches the retained one-unit card.",2026-07-24
